text,label
"Na Nu,wo sind die ganzen anti Trumpers hier im Forum?  gebt ihr schon auf,oder habt ihr keine gegen Argumente?  wahrscheinlich seid ihr am schlafen. ",1.0
Nazis welcome....,1.0
ANSEHEN:  Meuthen – Der EFDD-Europa-Talk aus Straßburg | Folge 1: Globaler Pakt für Migration https://youtu.be/qsSN20ykEF8,1.0
"war wohl nix mit ""ab morgen gibt es in die Fresse"". Oder hatte sie das andersrum gemeint? ""Bätschi"" für sie und die Sozis, die diese Frau gegen jede Vernunft zur Parteivorsitzenden wählte.  Die 5 Pronzent Grenze ist jetzt endlich in Sicht.",1.0
"Wnnn man mal für die Grünen gearbeitet hat dann weiss man was man von denen zu halten hat, nichts",1.0
"Die SPD und die CDU lernen es doch einfach nicht. Die künstliche Causa Masßen hat den beiden Parteien viele Stimmen gekostet. Die Meinungsfreiheit ist einer unseren höchsten Rechte in unserem Land. Nach und nach beschneidet man sie durch Netzwerkdurchsuchungsgesetz und so weiter. Wer nicht der vorgefertigten Meinung folgt wird gnadenlos differiert, verliert seinen Job oder wird vom linken Terrormob feige angegriffen.  Macht nur weiter so, liebe Volks(verräter) Parteien",1.0
Und wieder 2 Amis weniger.  Weiter so.,1.0
"Eigentlich kann Maaßen sich noch etwas glücklich schätzen. In anderen Ländern hätte man ihn bei einer Rangelei zu Tode kommen lassen, seine Leiche zerstückelt und in Säure auflösen lassen. Soooo weit ist Merkelland nicht, noch nicht?",1.0
hahaha das klingt wie Pfeifen im dunklen Wald... Fortuna ihr seid ne Witznummer...kriecht wieder zurück unter den Stein der Liga 3 wo ihr hergekommen seid denn da gehört ihr hin und stört die Großen nicht beim spielen!,1.0
"Im Gegensatz zu unseren Politikern, allen voran die agitationserprobte ehemalige FDJ-Sekretärin Merkel, spricht Herr Maaßen hier ganz offensichtlich Fakten an, während Leute wie Maas & Co. von Fake-News-Gesetzen schwadronieren. Erinnert irgendwie an kommunistische Systeme, wo schwarz plötzlich weiß und umgekehrt ist, gegen jede Vernunft. ",1.0
"Nix neues unter dem ""links""faschistischen Mainstream: Der Staatspropaganda zu widersprechen führt zu Berufsverboten.",1.0
"Die sollen sich mal besser dafür einsetzen, dass in MamaMerkelland das Schächten von Tieren verboten wird!",1.0
"Schade, eigentlich. Was an seiner Rede war falsch? Die einzige Hetzjagd die hier stattgefunden hat, war die auf Maaßen. Inziniert von der (zum Glück nur noch 13% Partei) SPD, die Meinungsfreiheit abschaffen will. Es fehlt ja nicht mehr viel, dann werde sie auch mich jagen..........Gibt diese Zeitung eigentlich die Daten der Meinungsschreiber weiter? Würde mich nicht wundern....",1.0
Sind bestimmt wieder Schweden oder Dänen gewesen! Oder evtl. auch Norweger!,1.0
"Maaßen hat sich nichts zu schulden kommen lassen und absolut Recht mit dem was er sagt !  Medien und (einige) Politiker verbreiten bewusst Falschinformationen!  Die einzigen Hetzjagden die in Deutschland stattfinden sind gegenüber den wenigen, die dieses Spiel nicht mitspielen und ihre Meinung frei sagen!  ",1.0
"Nun ja, jetzt bekommt ein rechtsradikaler Beamter eine Unmenge an Freizeit und von unseren Steuergeldern alimentiert ein unverdientes Ruhegeld. Und möglicherweise verdient er sich dann noch ein Zubrot als Rechtsberater - im doppelten Sinne :) - der AfD, die er ja so zu lieben scheint. Und seine Anhänger hier im Forum heulen auf wie getretene Hunde.",1.0
"Für die etwas vergesslicheren unter den werten linksverirrten Mitforisten, die meinen, dass Linksradikalismus und SPD sich ausschließen: https://www.achgut.com/artikel/linksradikale_kraefte_in_der_spd_kleine_erinnerung_fuer_frau_nahles https://www.bz-berlin.de/berlin/kolumne/spd-gruene-und-linke-verweigern-beschluss-gegen-linke-gewalt Maaßen liegt mit seiner Einschätzung also goldrichtig. ",1.0
Der Vorsitzende des Deutschen Journalisten-Verbands sollte seine Clique in Merdien-Verband umbenennen. Es ist schlimmer als in der DDR und wieder wird später keiner gewußt/geholfen haben.  ,1.0
"Und? Wer solls bezahlen? Steuern sind Raub! Wenn wir jedoch ganz auf Fahrerlose Busse setzen würden, dann bräuchten wir keinen ""Sklaven"" mehr, der die Asylanten fährt. Es ist ja schon so, dass die arbeitenden Deutschen selbst Auto fahren, während in den Bussen der Anteil deutlich größer ist. Die lassen sich chauffieren.",1.0
"Steuern sind Raub! Ich denke, man sollte die Beute an die Beraubten zurückgeben. Und ein Paar Beamtenstellen abbauen.",1.0
"Der Bürgermeister sollte auch mal an die heutigen Zwangsarbeiter denken: 1. Die Abgabepflicht für die Steuererklärung ist Sklaverei - denn man wird dafür nicht bezahlt. Im Gegenteil: man muß auch noch Steuern zahlen. Ohne Steuereinnahmen aber hätte Ausschwitz nie gebaut werden können. 2. Das Fernabsatzgesetz: Da kann jeder alles im Versandhandel bestellen, bekommt es geliefert und es wird wieder abgeholt. Wer sein Ware einfach wieder zurückgibt, bezahlt keinen Cent. Ist das nicht Sklaverei?",1.0
Jetzt ist er nicht mehr zu Unrecht inhaftiert ,1.0
" Könnte jetzt auch geklärt werden - warum ein anderer mit seiner Identität rumlief? Es gab ja Berichte, dass Migranten, die Identitäten anderer nutzen, (gegen Bezahlung) um einer Abschiebung zu entkommen.  - warum Haftbefehle bei Intesivtätern -wie in Freiburg- nicht vollstreckt werden?  - wo die Aufschreie der angeblichen Frauenrechtlerpartei der Grünen ist, wenn Migranten Sexualstraftaten begehen? (Man stelle sich die Reaktion vor, wenn Neo-Nazis eine Syrerin vergewaltigt hätten)",1.0
Oh Frau ANahles wie geht `s  denn weiter?  Ich denke wie als Großmaul versprochen  hau Dir  selbst in die Fresse.  ,1.0
"Begriffe  Wenn die Rheinische Post den Verfassungsschutz als ""Bundesamt für Verschwörungstheorie"" bezeichnet, bezeichne ich die Rheinische Post als Lügen- und Hetzblatt für Volksaufklärung und Propaganda der Frau Dr. Merkel und des Herrn Spahn ( beide CDU ).",1.0
"Kellermann der alles Schönredner wieder am Werk. Besser man liest seine Kleckserei nicht mehr, dann bleibt auch der Blutdruck unten. ",1.0
"ich würde mich freuen, wenn die Justiz mit ähnlicher Härte und Konsequenz gegen kriminelle Mehrfachtäter mit Migrationshintergrund vorgehen würde. Da spielt es offensichtlich keine Rolle wenn mehrfach Vorbestrafte Nafris wiederholt straffällig werden, die laufen alle frei rum und halten sich den Bauch vor Lachen über unsere ""Justiz""",1.0
Hm.. Brandanschlag auf einen Flüchtling? Vermutlich war er rechtsradikal. ,1.0
"Das ist dann aber gefickt eingeschädelt gewesen, wenn der einsame Rechtsextreme Flugblätter in arabischen Schriften verteilt hat. Komisch, dass woanders die arabischen Flugblätter im Vordergrund stehen. Die RPO versucht einen Täter aus dem rechtsextremen Milieu in den Vordergrund zu schieben. Ist das Kalkül?",1.0
"Aber bitte nur, wenn ""Flintenuschi"" deren Chef wird! Ihre exellenten Faehigkeiten hat sie in den letzten Jahren wohl ausreichend unter Beweis gestellt! ",1.0
"Verschwörung? Es ist doch bekannt, dass die Antifa von den Partien SPD, CDU, Grüne, Linke hofiert wird!  Eine bessere Analyse des Falls ist hier zu finden:  Causa Maaßen: Im Reich der Lügen https://www.journalistenwatch.com/2018/11/06/causa-maassen-im/",1.0
"Dann lasst sie doch bitte unwissend, damit bestimmte Spezies nicht etwas ""Besonderes"" werden, sondern Menschen wie Du und Ich bleiben.",1.0
"„Der höchste Berg in Deutschland ist die Zugspitze, der längste Fluss der Rhein, der größte See der Bodensee und die größte Stadt Berlin“.  Ja, das ist altersgemäßes Wissen in der Grundschule. Aber bitte nicht die Themen Juden und Romaverfolgung, wie in einem anderen Artikel gefordert wird!",1.0
"Ich vermute, bei dieser Aussage war Herr Schröder im gleichen Zustand wie bei der Berliner Runde nach seiner Abwahl, leicht alkoholisiert. Sollte sich um seine neue - ich glaube 6. Ehe - kümmern. ",1.0
Betreutes Denken durch ein Leitmedium. Schlichte Gemüter fallen prompt darauf herein.,1.0
"Nunja, ich denke es gibt z.B. bei manchen Parteien sicherlich Verbindungen zur Antifa! Von daher ist dies keine Verschwörung.  Lesenswerter Artikel:  Causa Maaßen: Im Reich der Lügen https://www.journalistenwatch.com/2018/11/06/causa-maassen-im/  Ich bin gespannt ob Herr Maaßen ein Buch veröffentlichen wird?!",1.0
"Ja die Sache mit den rechtsextremen Straftaten - schmiert jemand ein Hakenkreuz auf ein Wahlplakt der AfD, dann gilt das als rechte Straftat.",1.0
"und warum stehen hier mal wieder alle ( 6x) ""Meinungen"" doppelt drin ? Bekommt Ihr da die Sache eigentlich nie in den Griff? In der letzten Zeit geht einem die Angelegenheit fürchterlich auf den Keks. Sorry.",1.0
"Wenn wir nicht noch mehr Polizeiberichte lesen wollen, bei denen das Kommentarforum geschlossen ist, sollten wir den Migrationspakt nicht unterschreiben.",1.0
"Es ergibt alles einen Sinn wenn man Dr. H Strohm zuhört:  Dr. H. Strohm: Deep State – Alles wird geplant, nichts ist Zufall https://www.youtube.com/watch?v=2ltQ5ECh2TQ   Und bitte selber eine Meinung machen, es ist unbegreiflich was hier im Land abgeht:  Petitionsausschuss lässt weiter keine öffentliche Debatte zum Migrationspakt zu  https://philosophia-perennis.com/2018/11/07/petitionsausschuss-laesst-weiter-keine-oeffentliche-debatte-zum-migrationspakt-zu/ ",1.0
Wichtiger Beitrag:  Die Täuschungen der ARD-Tages(propaganda)schau zum UN-Migrationspakt https://fassadenkratzer.wordpress.com/2018/11/07/die-taeuschungen-der-ard-tagespropagandaschau-zum-un-migrationspakt/,1.0
"Vor ein paar Jahren wurde auch behauptet, es gäbe keine kriminellen Familienclans oder Parallelgesellschaften. Heute muss man sie mit hohem Aufwand bekämpfen. Warum eigentlich, wenn es sie gar nicht gibt ?   ",1.0
Die Grünen haben sich ja schon geoutet:  Grüne Sprecherin entlarvt unfreiwillig Märchen der „Unverbindlichkeit“ des UN-Migrationspaktes https://www.unzensuriert.de/content/0028161-Gruene-Sprecherin-entlarvt-unfreiwillig-Maerchen-der-Unverbindlichkeit-des-UN,1.0
.,1.0
"Einfach anschauen, dann hat sich alles an Denunzierung erledigt!  Dr. H. Strohm: Deep State – Alles wird geplant, nichts ist Zufall https://www.youtube.com/watch?v=2ltQ5ECh2TQ",1.0
Aktueller den je. Armut und Flüchtlinge eindrucksvoll an Hand von Kaugummi Bällen erklärt. Das sollten sich alle Migrationsbefürworter einfach mal anschauen.   https://www.youtube.com/watch?v=zNERcF1J1uY,1.0
"Auf der ganzen Welt geht es ca. 6 Milliarden Menschen schlechter als den Deutschen. Ich schlage vor, alle 6 Mrd. nach Berlin umzusiedeln. Dort haben die Grünen sehr hohe Zustimmung und werden das Problem ganz bestimmt lösen. Als nützliche Nebeneffekt werden die Umweltprobleme auf einen Schlag weltweit gelöst. Die Bundesraute kann dann auch einige Selfies mit ihren Gästen machen, braucht nicht so weit zu fahren. Halts billiger. ",1.0
"Erst nach 7 Kindern kam das Outing? Ich würde extremen Egozentrismus attesieren, nicht einen falschen Körper.",1.0
Das Weinen hat dann ja auch aufgehört.  Aber das sind keine Methoden!,1.0
Armutsmigration  in einfachen und verständlichen Bildern erklärt.   https://youtu.be/LPjzfGChGlE  ,1.0
Sie engagiert sich seit Jahren gegen Fremdenfeindlichkeit... und wie nennt man das: https://www.merkur.de/bayern/velden-bei-landshut-mann-vergeht-sich-an-schaf-tier-muss-notgeschlachtet-werden-10453014.html#idAnchComments ,1.0
Da war doch mal was..bei den rot-grünen Kitas der 80er! da spielten die Kinder an den ErziehrInnen herum! Fand der Con-bendit ganz lustig!,1.0
"Es hieß doch die Neandertaler seien ausgestorben. Nur wenige Gene von Ihnen hätten im modernen Menschen überlebt. Trump beweißt ,das die Forschung hier irrt. Der Neandertaler feiert gerde wieder seine Auferstehung. Leider",1.0
Also als ich klein war kamen wir nicht auf solche Ideen!!!! Doktorspiele mit Stock in den A...!??????????  Vielleicht sind das ja auch Flüchtlingskinder in der Kita. Scheint ja mit zunehmender Migration auch zunehmend sexuelle Übergriffe zu geben!   Völlig krank was in unserer Gesellschaft mtlw abgeht! Sorry!!,1.0
"Fragen Sie doch mal, wieviel Prozent inländerfeindlich sind...  Da dürfte auch eine ordentliche Zahl als Ergebnis stehen.",1.0
"Eigentlich schade, es wäre die Möglichkeit gewesen diesem widerlichen Pack etwas vor die Birne zu knallen!",1.0
"Schade, dass er sein neues Album nicht auf türkisch eingesungen hat! Hätten bestimmt mehr Leute dann Interesse dran.",1.0
"Ein guter Beitrag, mit allem, was man wissen muss:  Pressant: Warum auch Deutschland den UN-Migrationspakt nicht unterzeichnen darf  https://philosophia-perennis.com/2018/11/08/pressant-warum-auch-deutschland-den-un-migrationspakt-nicht-unterzeichnen-darf/",1.0
""" Mit Falschmeldungen meint er Berichte, die ihm missfallen."" Auch wieder nur Fakenews aus dem Hause dpa (-d-eutsche-p-ropaganda-a-bteilung), mehr nicht.",1.0
"Tja, so sind ´se die Käseköppe, wollen sich jünge rmachen. Da sind andere Nationen aber völlig anders drauf: ""Über Nacht zehn Jahre älter Immer mehr Türken beantragen die „Richtigstellung“ ihres Geburtsdatums. Niemand will jünger werden. Es geht um die Rente"" https://www.focus.de/politik/deutschland/sozialversicherung-ueber-nacht-zehn-jahre-aelter_aid_144741.html",1.0
"Politiker sind alles Dummschwätzer, Arbeiten tun die auch nicht. Die können gar nicht arbeiten. Die bekommen alles für Lau",1.0
Trump ist kein Mensch mit Gehirn,1.0
Wird es den Linksradikalen zu kalt in ihren Baumhäusern? Erbärmliches Pack!,1.0
"Wie bedauerlich, dass diese alte Kiste wieder flugtauglich gemacht wird. Wieder dieser Lärm bei den Überflügen! Die Piloten sollten mal die Runden mehr über unbebauten Gebiet fliegen, gerade An- und Abflug..... Dieser alte Schrott gehört nicht an den Himmel. Naja, vielleicht kommt ja mal wieder eines dieser Flugzeuge runter......",1.0
sieht ziemlich männlich aus...,1.0
Brillanter Artikel von Frau Lengsfeld:  Die Verteidiger des Globalen Migrationspaktes widersprechen sich selbst! https://vera-lengsfeld.de/2018/11/08/die-verteidiger-des-globalen-migrationspaktes-widersprechen-sich-selbst/#more-3700  ,1.0
"Das der Pakt staatliche Zensur und Propaganda als Plan/Ziel beschreibt geht bei der Diskussion hier etwas unter finde ich.  Da es aber für die ""Teddybär es kommen alles nur Fachkräfte die wertvoller als Gold sind Fraktion"" gegen die AfD geht wird von denen hier sogar staatliche Zensur und Propaganda befürwortet.",1.0
Nähere Angaben zu dem Täter werden wohl absichtlich nicht genannt.,1.0
"Die Infrastruktur in Deutschland bricht immer mehr zusammen, aber wir holen erst einmal Millionen Neubürger ins Land, weil insofern Geld ja keine Rolle spielt.",1.0
Helikopter-Eltern ?  Soll das ein Scherz sein?  Wohl eher Helikopter-Eltern mit Migrationshintergrund.,1.0
Der Antisemitismus steigt proportional zum Anstieg der muslimischen Bevölkerung.,1.0
"Sollte man hier auch einführen, die Nachrichten in bestimmten Medien werden ja zum Teil, sowieso von Bots (Computer-Programmen) künstlich erzeugt. ",1.0
Hat unser aller Bundesschwätzer auch etwas zu den massiven Wahlfälschungen in Hessen gesagt? Oder ist das nicht so schlimm? Schließlich wurden ja die selbsternannten Guten bevorteilt....,1.0
Wanted  dead or alive  PETA Aktivisten. ,1.0
"Herrn Harbarth habe ich gestern während der Bundestagssitzungsübertragung in einer Rede eigentlich das erste mal wirklich wahr genommen. Der Mensch wippte von einem Fuß auf den anderen Fuß immer zu hin und her, hatte meinem Empfinden nach einen extrem ungehobelten und pflegelhaften Eindruck erweckt. Wie kommt es nur, wenn ich diesen Text oben lese, dass ich gleich diese Person vor Augen habe?!?: https://de.wikipedia.org/wiki/Roland_Freisler ",1.0
Um 40 Asylanten Kinder ist die Schülerzahl gestiegen muss es heissen. Wieder ein Schritt Richtung Arabische Republik. Dann kommen ja bald auch getrennte Klassen : Jungen und Mädchen,1.0
"Sie irren sich Herr Kretschmann! Diese Horden sollen sofort des Landes verwiesen werden und wenn es nicht geht (z.B. mangels Päße), dann in geschlossene Sammelunterkünfte unter Bewachung stellen.  Die Bärchenwerfer gleich mit. Australien hats vorgemacht.",1.0
Schickt sie ruhig zu uns. Wir erwarten sie schon. ,1.0
"Diese Antwort wäre für den Lumpen angemessen gewesen: ""Get the hell out of here you a...hole"". Es ist wirklich eine richtige Flegelei was sich dieser Rassist und Fremdenfeind und Politclown da mal wieder geleistet hat.",1.0
"Bleibt zu hoffen, daß dieser giftgrüne Haufen isoliert in Europa dasteht und diese Krankheit nur auf die BRD beschränkt bleibt. Angriffe gegen Polen, Ungarn, Tschechien und Österreich - das nenne ich europäische Eintracht nach Art der bundesdeutschen Grünen",1.0
"Herr Kretschmann will also geschenkte Menschen, Goldstücke aufs Land schicken. Denkt er wohl, die werden dort bleiben. Ich denke nicht. Die sind nämlich nicht so brav wie der deutsche Steuerzahler.",1.0
mit den Grünen holt man sich die nächste Krankheit ins Parlament. ,1.0
"Bleibt zu hoffen, daß diese übermütigen Grünen isoliert in Europa dastehen und diese Krankheit nur auf die BRD beschränkt bleibt. Angriffe gegen Polen, Ungarn, Tschechien und Österreich - das nenne ich europäische Eintracht nach Art der bundesdeutschen Grünen",1.0
"Die Frage ist doch, warum der Bettler keinen Mantel hatte. Hat er ihn versoffen?",1.0
"Ich war überrascht, wie gut Eberl im TV aussah. Schlank, hager, durchtrainiert, top-modisch gekleidet.  So sieht ein Sportdirektor in leitender Position bei Borussia MG aus. Hinzu kam seine bedächtige, akzentuierte Sprechweise - eine Wohltat, ihm zuzuhören.",1.0
"Jaaa ... so ist das, was einige linksverdehte hier schreiben! ..Einfach nicht hingehen...wo man früher hingehen konnteund denGrabschern das Revier überlassen! Armes ! Is eh nix mehr zu retten!",1.0
Betrügen und lügen - das ist die Alternative für Deutschland!,1.0
"Offensichtlich leiden viele Menschen an einer Bayern-Neurose, wenn man diese hasserfüllten Elaborate hier sieht - ich empfehle einen kompetenten Psychiater ...",1.0
"Schade, dass RP Online heute das relevanteste Statement zum Thema AfD totschweigt: Friedrich Merz nennt die AfD ""offen nationalsozialistisch"" und bestätigt dieser Partei ""antisemitische Untertöne"".  Friedrich Merz hat cojones – RP Online offenbar nicht.  Ein Bundeskanzler Friedrich Merz in einer schwarz-grünen Koalition wäre ein Riesen-Fortschritt für Deutschland.   http://www.spiegel.de/politik/deutschland/friedrich-merz-nennt-afd-offen-nationalsozialistisch-a-1237955.html ",1.0
"Bin gespannt, wann die Grünen ein Furzverbot für Rinder fordern",1.0
"Was erwartet man schon von jemanden, dessen Wurzel aus einem Maghreb Staat stammen.",1.0
"Wir sind wohl eher ein Musterland der Bekloppten, wo weiterhin Volksfeinde an die politische Spitze gewählt werden und man seinem Untergang vom Sofa aus zusieht.",1.0
"""sieht wohl anders""  Wieder so ein Anti-Trump-Versuch aus dem Hause der -d-eutschen-p-ropaganda-a-bteilung. Bringt Fakten oder lasst es einfach!",1.0
Hatte der GOAT das nicht auf seine unnachahmliche Art und Weise geregelt?  So bad.,1.0
"Wer ein funktionierendes Hirn in seinem Schädel hat, hat das von Anfang an so einzuschätzen gewusst. Bekiffte Linksgrüne haben da sicherlich ihre Probleme mit, wie man vermutlich hier auch vielen Kommentaren entnehmen werden kann.",1.0
1 Armlänge Abstand hätte hier geschützt. Das Leben in Köln könnte so einfach sein wenn man auf die Oberbürgermeisterin Reker hören würde.,1.0
"na so Eine unerhoertheit,die Israelis haben zuruekgeschossen.Da muss die UN Menschenrechtskomission sich aber soford drum kummern und das umwendend verurteilen!uebrigens muss der Iran auch weiterhin unterstuetzt werden,damit er die Hammas terrorist organization finanzieren kann.Nicht wahr RP und alle anderen ""Gutmenschen""?   und jetzt koennt ihr meinen beitrag loeschen,ihr Hypocrats!",1.0
"Wenn ich da posten darf und dort nicht, wo eigentlich alle posten wollen, dann brauche ich da auch nicht posten.  Der Regierung die Mauer machen, a la Sylvester, dafür solltet ihr euch schämen. ",1.0
"Eigendlich sollte man sowas gar nicht mehr kommentieren. In der internationalen Presse findet man schon jede Woche einen ""selfi-selbstmoerder"" ! Die sind einfach zu dumm. Obwohl , internet koennen die ja bedienen. Wie geht das denn ? ",1.0
"Na klar,  am besten rassistische  Analphabeten   ungelernt  und auf keinen Fall integrationsfähig oder willig.",1.0
Jetzt führt sich hier im Forum eine Aushilfs-Lehrerin als Juristin auf. Das wird ja immer abenteuerlicher.,1.0
"Plaßberg? Ist das nicht der, der die Silke Bischof auf dem Gewissen hat? Er soll besser schweigen. Mit den Clans, dessen Angehörige nur geduldet sind dürfte es nicht so schwierig sein es sei denn, gewissenlose Politiker spielen mit. Null Toleranz und weg damit. Australien hat es vorgemacht. ",1.0
"Augenscheinlich allesamt die sehnsüchtig erwarteten ""Facharbeiter""! ",1.0
"Ach ne, unsere ""lieben"" Haustiere! Da Sie aber alle unter einem ""Hut"" (leben von der Gesellschaft) stecken - wird schön weiter-gewurstelt (verwaltet),  a""Verluste"" (Verschwendung, Schildbürgerstreiche) hingegen ""sozialisiert"" - die produktiven Bürger bezahlen! Hausaufgabe: Wie viele produktiven Menschen (Industrie, Handwerk, Servicedienstleistungen, Arbeiter, Angestellte, Gastarbeiter) müssen für jeden dieser Schmarotzer was leisten - zum durchfüttern!",1.0
"Diese Firma und deren Anwälte sind einfach nur der Abschaum der Gesellschaft. Schülern ihren Abschluß zu zerstören nur um eigenen Profit zu erzielen. Rechtlich mögen sie auf der sicheren Seite sein, wobei ich diese Art der Gesetzgebung eher zweifelhaft finde, moralisch ist dies unterste Schublade. Möge ihnen das erpresste Geld im Halse.......",1.0
Schlimm diese Abmahnbetrüger!,1.0
"Das sind keine ""findigen Leute"", sondern der geistig moralische Abschaum einer Gesellschaft, die sich mit der Sicherung der Markenrechte an Allerweltsbegriffen an der Arglosigkeit ihrer Mitbürger ein leistungsloses Einkommen verschaffen wollen.  Und das nur, weil unsere Politik nicht willens oder fähig ist, die Bürger vor solchen Subjekten zu schützen.",1.0
Da hilft auch kein Wegreden der Probleme. Die Biodeutschen müssen sich anpassen oder sie werden dazu gezwungen.,1.0
Wetten das dort keiner Deutsch sprich und einen Plan lesen kann,1.0
"Kann ich gut verstehen, Asien ist einfach zu weit weg, von Seinem Präsidenten.",1.0
"Eine Schande, dass so was überhaupt erlaubt ist! Ferkeln ohne Betäubung die Hoden rauszuschneiden. Ich biete jedem, der dazu fähig ist oder der das gut heißt, eine kostenlose betäubungslose Kastration an. Na, wer möchte? Freiwillige vor!",1.0
"Partei ???? -   Nenne sie nur =  ""Hetzrer- und Rassisten-Gruppierung"" !!!! -   Und,  man kann sie nur dort  ""treffen"" , wo es am meisten weh tut =  am / im  ""Portemonnaie"" !!!! - ",1.0
"Wenn man die heutigen Gebetszeiten anschaut (06:26, 12:18, 14:23, 16:50, 18:10) stellt sich die Frage, welcher Arbeitgeber stellt den Arbeitnehmer zu diesen Zeiten zum Gebet frei? Das Jobcenter! Sofern der Termin vormittags erfolgt.  In den Bau dürften damit auch ganz profane Steuergelder geflossen sein.  Falls der Verein verboten würde, konnte das Jobcenter MG die Räumlichkeiten als Außenstelle übernehmen.  Dolmetscher vor Ort. Kurze Wege.  Einfach Praktisch.",1.0
