id,text,label
1922809,"Jaaa ... so ist das, was einige linksverdehte hier schreiben! ..Einfach nicht hingehen...wo man früher hingehen konnteund denGrabschern das Revier überlassen! Armes ! Is eh nix mehr zu retten!",1.0
1923095,"So werden unsere Steuergelder in unverantwortlicher Art und Weise ""verbraten""! Warum glauben bestimmte Politiker der Stromlobby, dass E-Busse sauber wären? Sie sind nur eins: viel zu teuer. Dabei gibt es kostengünstige UND saubere Alternativen! https://www.br.de/nachrichten/deutschland-welt/stadtwerke-augsburg-biomethan-schlaegt-elektromobilitaet,R8q8Kik?fbclid=IwAR32kMcowsJ-Z-LxVGmGCsAlgRA5P8qonQ8n0ZqthrhtQm4qFa-KLWCG8rE",1.0
1923173,"KGE fordert den sofortigen Rücktritt von Seehofer. Diese ""Frau von Beruf"" sollte wegen ihrer politischen Inkompetenz besser schweigen, ""Papagei*innen"" gibt es genug. In der Natur haben sie einen anderen Lebensraum. ",1.0
1923269,Was für ein billiger kleiner Prolet. Ohne Fußball würde der bestenfalls die Straße kehren. Und damit möchte ich nichts abfälliges über Straßenkehrer sagen.,1.0
1923599,"Was erwartet man schon von jemanden, dessen Wurzel aus einem Maghreb Staat stammen.",1.0
1923715,"Wer ein funktionierendes Hirn in seinem Schädel hat, hat das von Anfang an so einzuschätzen gewusst. Bekiffte Linksgrüne haben da sicherlich ihre Probleme mit, wie man vermutlich hier auch vielen Kommentaren entnehmen werden kann.",1.0
1924039,"Klar, dass Herr Omeirat sich vor seinen Kriminellen Verwandten keine Blösse geben darf, Familienehre und so.  Schlimm nur, wenn so jemand wirklich wichtige politische Ämter übernimmt.   Deshalb passen diese Leute nicht nach Deutschland. ",1.0
1924367,"Polen heult sich diesbezüglich bei Trump aus, bei dem Dummbattel fällt das natürlich auf fruchtbaren Boden. Weiterbauen, damit bekommen zwei Grossmäuler mal gleich eins auf die Mütze. Polen soll sich mal so verhalten, wie es es laut EU-Vertrag muss und Trump.................der sollte eh besser zu allem die Klappe halten. Aber..................er könnte ja dann behaupten, die Pipeline wäre an Waldbränden in den USA schuld",1.0
1924587,"""Endlisch normale Leute"" - Mit freundlichem Sieg Heil!",1.0
1924805,"Jedes Mal wenn Trump-Sprüche kommen fällt mir ein, dass seine Landsleute ihn liebevoll als den ""orangen Idioten"" bezeichnen. Er ist zumindest der dümmste Präsident den die USA je hatten, schlimm dass ein solch kranker Mann so viel kaputt machen kann.",1.0
1925615,"Wir haben bereits genug ungelernte arbeitslose junge Männer in Deutschland, es gelingt leider nicht diese zum Arbeiten zu bewegen.  Wie soll das dann erst mit bildungsfernen jungen Männern aus Afrika und Arabien klappen, die noch nicht einmal die Grundlagen einer zivilisierten Gesellschaft kennen? ",1.0
1925731,Dieses Land wird von Vollidioten regiert! Msn muss es mal sagen. Bzw. diese sitzen an den Verwaltungsgerichten!,1.0
1926983,"Wenn der junge Mann nicht Fußball spielen könnte, sähe es schlimm aus für seinen beruflichen Werdegang. Manche Fußballer sind anscheinend so unterbelichtet, dass sie noch nicht mal als Toilettenwärter arbeiten könnten.",1.0
1928035,"EU wäre gut, wenn wir nicht die Vollpfostenländer wie Polen, Ungarn, Rumänien, etc aufgenommen hätten. 1. Will da eh keiner aus dem Westen hin, lediglich die kommen her um zu stehlen. 2. Scheren diese Länder sich einen Dreck um Abkommen, ist ja auch klar, waren ja jahrelang s.g., oder selbsternannte Kommunisten.  3. Sind das auch durch die Sowjets ganz andere Menschen geworden, verroht und wenig Moral. Ansonste wäre die EU wunderbar.",1.0
1928181,"Die Oberlügnerin mit soziopathologischen Zügen hat gesprochen. Herr Maaßen, der sie überführt hat mußte gehen. Armes Deutschland.",1.0
1928185,"Am zukünftigen Produktionsort Kahla fuhr die AfD 27,1 % der Wählerstimmen ein. Der Prinzenrolle-Keks mit seiner dicken kackbraunen Füllung passt insofern sehr gut dorthin.",1.0
1928439,"Es wird gelacht und gescherzt! Pfui Deibel! Unbelehrbar, arrogant und eingebildet diese Person! Weg damit ins's Nirwana der Geschichte! Was bleibt von dieser Kanzlerin? Eine gespaltene Gesellschaft! Ein Volk versinkt in Gewalt und Kriminalität und soll ausgelöscht werden! Ersetzt durch fremde Eroberer (Migranten genannt)!",1.0
1929229,AKK hat endlich den Fehler des ATOM-Ausstiegs zugestanden ! FM ist als Lobby-Biest eh nicht wählbar. Und Jens Spahn ist einfach nur schwul,1.0
1929237,Man muss Kopftuch tragen und kein deutsch sprechen dann wird dir geholfen. ,1.0
1930557,Debile Grinser,1.0
1930713,"Das Vergleichsportal für Pflegefälle: ""Heim24.de"" im Internet.  ""Hurra! Ich hab das Heim.""  ""Heimware. Pflege und Mehr.""",1.0
1933077,Fremde machen nur Ärger. ,1.0
1934019,"Wenn die Irren Freigang haben, dann kommt so was bei heraus. Nun ja, die Kölner und Neu-Kölner werden sich das nicht nehmen lassen! Happy New Year! ",1.0
1934021,Ich würde mal bei den GRÜNEN-Staatsfeinden ermitteln ... !,1.0
1934445,bitte werft dieses kriminelle libanesische Clangesindel raus. Wie lange wollen wir solche kriminellen Sozialschmarotzer hier noch dulden? Es reicht jetzt!!,1.0
1934787,Osteuropäische Fernfahrer sind Schuld an der afrikanischen Schweinepest? Eher handelt es sich dabei wohl um die Wegzehrung afrikanischer Flüchtlinge auf der Balkanroute.,1.0
1934999,"Nein, die ""Willkommenskriminellen"" haben einen Freifahrtsschein fürs Morden, Vergewaltigen... Wieder Pluspunkte für die AfD, was wollen wir mehr ?! Und unterschreibt bloß den ""UN-Migrations-Pflichtenpakt"", dann gehts auch mit dem Austausch der deutschen Bevölkerung schneller. Wir können es garnicht schnell  genug erwarten.",1.0
1935353,"Ja, ja, der Herr Maas! War und wird immer ein Dummschwätzer bleiben, weil Zwerge auf dem Gipfel immer Zwerge bleiben! Da führt kein Weg daran vorbei!   ",1.0
1936287,"Diese angeblich Deutsche Frau kann keine Deutschen Vorfahren bis ins 1800 Jh. aufweisen. Daher ist es für ich keine Deutsche Frau und solche gehören in Deutschland nicht in die Politik, Verwaltung, Bundeswehr, Polizei und BND.Daher raus aus der Politik, Ihr Land macht selbst Politik, dann kann Sie nach Erdogan gehen, wo ist das Problem.?",1.0
1937899,"Ach je - das Großmaul Loddar muss sich mal wieder in den Vordergrund spielen.  Wann bleibt der endlich mal unter dem Stein, unter dem er sonst sitzt.",1.0
1938685,"Na ja, Effenberg ist auch so ein selbst ernannter Experte und kann sich mit L.  Matthäus  in eine Schublade stecken. Diese hirnlosen Fußballer, unzweifelhaft am Ball stark, sollten eigentlich ihre Klappe halten; nur um im Gespräch zu bleiben  reden die Deppen doch nur öffentlich und die Presse ist auch noch froh über solchen Schwachsinn.",1.0
1939799,"ich wünsche dem 14 jährigen Mädchen vollständige Heilung und hoffe für Sie, dass es keine schlimmen Entstellungen gibt, wie sie leider bei so massiven Brandverletzungen vorkommen. Was den sogenannten syrischen ""Flüchtling"" angeht da packt mich der blanke Zorn nicht nur über dieses Ar...loch und seine Tat sondern über die Unfähigkeit unserer Politikerdarsteller solches Gesindel aus unserem Land zu entfernen und die Bevölkerung zu schützen.",1.0
1939969,Wieso spricht man hier von Aktivisten? Das sind linksradikale Chaoten. Der Blogger war zu blöd und hat seine gerechte Strafe erhalten. Was kann die Landesregierung denn dafür?,1.0
1940173,"Es ist einfach eine tatsache, dass in D-land einfache loesungen nicht moeglich sind. Es muss alles zerredet werden und dann eine buerokratisch moeglichst aufwendige regelung gewaehlt werden. D-land ist und bleibt das land der bekloppten und bescheuerten, wie einige europaeischen nachbarn richtigerweise hinter vorgehaltener hand  fest stellen.",1.0
1941363,"60 Jahre verwalten, haben die BRD in einen Selbstbedienungsladen für die unproduktiven gemacht! Wann verlangen endlich die Produktiven (Industrie, Handwerk, Landwirtschaft, Gewerbe) Lösungskonzepte und ein Ausmisten der Gesetze, Richtlinien, Pensionen, Stellen von diesen Schmarotzern!",1.0
1941651,"Da hat die RP aber einen rausgehauen! Vielleicht war der Bewohner in einem ""frueheren"" Leben mal Indianer und durch das Lagerfeuer mit seinen Stammesbruedern kommunizieren! PSYCHATRIE!",1.0
1941995,Wie kommt man als Mutter nur auf so dumme Namen. Da fehlt doch offensichtlich Hirn. gibt's bei ebay leider nciht zu erwerben.,1.0
1942709,Hat der Merkel oder die Antifa verärgert ? Denn die Farbbeutel schmeißt die sogenannte Merkel SA sonst auf AfD Behausungen oder haben diese Linksfaschisten aufgrund ihres niedrigem IQ die Behausung verwechselt.? Einen falschen Zettel aus der Hosentasche geholt ? Frage ist dann wie diese Adresse in die Tasche eines Antifanten kommt ? ,1.0
1942769,weis dies linke Zecke eigentlich wovon er redet? Das bezweifele ich. Nur Demagoge.,1.0
1943763,Dumpfbackengesülze  kann man dazu nur anmerken.,1.0
1943905,"Die Bonzen in der DDR und die Sozen & Gutmenschen in der Bananen Republik, eh. Deutschland haben immer vorgesorgt. Nichts neues.",1.0
1944651,"Merkel unterstützt die Betrüger, VW, BMW, Mercedes etc. Damit stellt sich Merkel mit auf die Stufe der Betrüger",1.0
1945153,"Wer sagt denn, daß Journalisten  - hier immerhin der Chefredakteur des General-Anzeigers - keine Satiren mehr schreiben könnnen.  Nicht etwa der kenianische Täter ist schuld, sondern die Einheimischen, die es satt sind, sich von zugewanderten Kriminellen abmurksen zu lassen - und die mithin ""Rassisten"" sind. ",1.0
1945217,"Meine Vernunft sagt mir, dass wir in den letzten Jahren nicht annähernd so viel zusätzliche Tote, Verletzte und Vergewaltigte zu beklagen hätten, wenn nicht - wider jede Vernunft - über 1 Mio. Araber und Afrikaner ins Land geholt worden wären. Es glaubt doch wohl niemand, dass solche Dinge in dieser Häufung auch bei 1 Mio. Dänen oder Holländern geschehen wären, Sammelunterkünfte hin oder her. Und übrigens, ich habe noch nie AfD gewählt und werde es auch nicht tun.",1.0
1946003,Na dann waren wohl die Stasi und die Gestapo auch nur eine Künstlervereinigung oder wie? Die Dekadenz und Perversion der Linken erreicht täglich neue Höhepunkte.,1.0
1947119,"Die lügen alle, wenn sie nur den Mund aufmachen. Putin ist ein Dre....ack, der ist auch noch clever, Trump ist auch einer, aber unsäglich dumm und plump dabei. Wenn für die Welt nicht so viel auf dem Spiel stünde, könnte man frohlocken, dass sich die zwei Irren gefunden haben.",1.0
1947157,"Die lügen alle, wenn sie nur den Mund aufmachen. Putin ist ein Dr....ck, der ist auch noch clever, Trump ist auch einer, aber unsäglich dumm und plump dabei. Wenn für die Welt nicht so viel auf dem Spiel stünde, könnte man frohlocken, dass sich die zwei geistesgestörten gefunden haben.",1.0
1947283,"Laschet, bist Du jetzt völlig verrückt geworden? Nachdem Du auch schon die Braunkohle derart verrückt gefördet hast? Und jetzt willst auch noch Bundeskanzler werden?  Ich sag mal: Krank! ",1.0
1947617,Sprach der Merkel Günstling und Speichellecker!  Mit AKK wird es der CDU wie der SPD ergehen. ,1.0
1947929,Der Fanatismus von Podolski für Köln ist pathologisch und grenzt an inzestuöses Verhalten eines geistig eingeschränkten Menschen. Soll er doch. Das macht doch nur die Kleingeistigkeit von ihm abermals  mehr als deutlich. ,1.0
1948157,Wenn ich das Foto sehe könnt ich k.....! Der Speichellecker von Höllenmerkel hat nur Angst um seinen Job! Den nimmt eh keiner ernst!,1.0
1948319,"Dem Artikel ist zu entnehmen, dass 2 Maenner und 3 Frauen festgenommen worden. Was schliesse ich daraus: Lass keinen Italiener zu nah an deine Frau ran!",1.0
1948569,"Debile Grüne.... und die soll man wählen? Keine gute Wahl.  Wenn es nach den Grünen geht, wird Deutschland in Zukunft noch weiter überschwemmt von Flüchtlingen.",1.0
1949013,"Ob Asyl, Einwanderung, Gastarbeiter oder Erdowahnflüchtlinge. Die meisten Türken in Deutschland beweisen hier täglich massiv Ihren Intergrations UNwillen. Wofür soll das gut sein wenn wir uns noch mehr davon aufhalsen?  Nein, ich bin trotz der Frage kein Nazi!",1.0
1949031,"Mir kommen auch die Tränen für Deutschland,  wenn der Nachfolger eine Frau wird.",1.0
1949083,"Ich würde mir wünschen, Herr Dündar und alle anderen Türken gingen in ihr Heimatland.",1.0
1950071,"„Und esst euren Döner immer beim Türken. Vertraut mir einfach."" Döner und deren Verkäufer meide ich wo es geht.   Lieber  lecker Gyros Pita vom netten Griechen nebenan. Denen vertraue ich auch.",1.0
1950441,"Wirklich? Rennt sie dann in den Keller und flüstert in der hintersten Ecke: ""Paroli, Frau Merkel""? Was von der Reste-Rampe AKK an Paroli zu erwarten ist, kann man aus Merkels Personal-Diktat für CDU-Führungspositionen ersehen, die von ihrer Hilfskraft AKK  wunschgemäß erledigt wurde. Ohne Angies Zustimmung würde das politische Mauerblümchen und Superleichtgewicht  noch nicht einmal allein die Toilette aufsuchen.",1.0
1950467,"Frau Nahles, Sie sind eine Schande für die SPD. Es gab noch nie einen unqualifizierteren Politiker.",1.0
1950795,"Abtreibung ist Mord. Wer dafür wirbt, ist gefährlich. Oder krank. Nahles gehört also in die Geschlossene und sollte medikamentös neu eingestellt werden.",1.0
1951015," „Bei aller aktuellen Sichtweise auf ihre Leistungen, ich bin mir sicher, dass mit einigem Abstand ihr Werk vielleicht in einem Atemzug mit Adenauer und Kohl genannt werden wird.” -Ingo Brohl  aus Moers.  Niemals !! Adenauer und Kohl haben wissentlich keine Messerstecher ins Land gelassen !",1.0
1951325,"Der Migrationspakt wird eng verbunden sein mit dem Zweck zur Auslöschung unserer Nation, unserer deutschen Identität und unserer Kultur. Da sich die Regeln des politischen Diskurses längst nach linksextrem verschoben haben, darf man so etwas gar nicht mehr äußern. ",1.0
1952479,Quatscht immer schlau daher ...Rohrkrepierer,1.0
1952487,"Ich hatte schon vor zwei Jahren einmal darum gebeten alte Menschen vor ausländischen Türklinglern zu warnen. Schon einmal wurde mein Kommentar abgelehnt aufgrund Beleidigung, pauschale Verunglimpfung, strafrechtlich usw.  Aus aktuellem Anlass erneuere ich meine Bitte. ",1.0
1952557,Drazek Verhalten ist einfach krank,1.0
1952705,Ich stelle ein gutes Gerät mit einem unschlagbaren Preis vor:  Xiaomi Mi8 Lite 6/128GB für 222€ Quelle: https://www.chinahandys.net/xiaomi-mi-8-lite/,1.0
1953509,"Die Eltern sind für mich der Abschaum der Gesellschaft - leider dürfen Ärzte und Co. denen die Behandlung nicht verweigern, ich würde die hochkant rauswerfen.",1.0
1953717,""" Es handle sich um eine übliche ""rhetorische Übertreibung"" Der hat nichts in der Birne das ist alles zwischen die Schenkel gerutscht",1.0
1953803,"Wieder so ein kleinkrimineller Kameltreiber aus Nordafrika, der im Namen Allahs Ungläubige dahinschlachtet. Na denn - schönes Weihnachtsfest......",1.0
1954117,unzivilisiertes Pack!,1.0
1954637,Seekühe im Zoo? Wer die sehen will der sollte das in freier Wildbahn tun.  Am besten rund ums Rathaus!,1.0
1955175,"Haben diese buergermeister den knall immer noch nicht gehoert?  Schon jetzt muesste die a3 von Koeln bis Oberhausen in jede richtung mindestens 5 spuren haben + standspur.  Gleichzeitig beklagt man die taeglichen staus in NRW. Wann begreifen die planer, dass der verkehr nicht ab sondern auch in zukunft weiter zu nimmt. Die spinnen wohl!!!",1.0
1955629,"Die Verharmlosung durch die Presse geht auch mit diesem Artikel in die nächste Runde. Dabei ist es ganz einfach. Menschen, die sich radikalisieren, stehen dem muslimischen Glauben nahe.",1.0
1955781,"Keine allgemeinen Zuwanderer, sondern eine weitere muslimische Invasion. Man sollte schon bei der Wahrheit bleiben. Und der Bürger glaubt an das Märchen, der geringer werdenden Migration, weil immer der Maßstab von 2015/16 angewandt wird. Selig sind die Beklopten",1.0
1956107,"Gut, dass dieser Abschaum neutralisiert wurde!",1.0
1956139,Gut so....  Hätten in den 70ern mit den RAFlern auch passieren müssen ,1.0
1956141,"Hangt  den Täter auf... an Stacheldrath...   Wenn er endgültig verurteilt wurde.... Wenn mein Kind dabei gestorben wäre, würde ich das tun, mal sehen ob Allah, oder sein ""Proohet"" bzw. Lügner  Pederast was dagegen tun könnte....",1.0
1956173,"Dies ist nicht neu. Vor Jahren gab es Vogelhäuschen von Borussia, BVB, S04 und Werder zu kaufen. Diese wurden in der JVA Willich hergestellt und über www.knastladen.de vertrieben.  ",1.0
1956797,"Im Moment fällt mir keine Beschreibung dieser Dumpfbacken ein, die irgendwie an Menschen erinnern soll. ",1.0
1957207,wird diese Task Force auch für interne Geldströme eingesetzt?  vermeintliche Schwarzgeld-Ströme  halten die Wirtschaft doch zusätzlich am Kacken und verhindert Revolution in unserem Lande dank Sozialabbau.....,1.0
1957403,"Sorry nochmal - aber die Frau Pau ""suckt"" auch wie Sau..kann man die Dame bitte gegen was gefälligeres ersetzen?",1.0
1957737,Mir tun die AfD-Wähler leid. Die wollten Volksvertreter wählen und haben ungezogene Kleinkinder bekommen. ,1.0
1957929,"Diese ""Kreatur"" wird immer wieder ausrasten und töten.Da wünscht man sich leider die Todesstrafe zurück.Schmeißt diesen Asiaten doch aus Deutschland raus. Bei solchen Typen kann man langsam radikal werden, da man ohnmächtig zusehen muß, was diese Typen sich herausnehmen.",1.0
1958311,https://twitter.com/BeFckoff/status/1073629676768256000,1.0
1958559,"Wie schnell sich die Kommentare zum Trumpel geändert haben. Noch vor einem Jahr wurde er hoch gepriesen, aber inzwischen haben selbst die dümmsten Menschen erkannt, dass dieser kranke Narzisst ein Verbrecher ist!",1.0
1958561,"90% von dem was die Türken sagen ist gelogen, und diese Nachricht ist sicherlich kein Bestandteil der 10%.",1.0
1958879,"""merklich angefasst""  Neue Begriffskreation?  ""Merklich angefressen"" könnte ich bei Herrn van Gerwen nach sowas nachvollziehen. Jetzt laufen beim Dart leider auch schon Idioten rum.",1.0
1958891,"Tja, da fragt man sich wirklich, wer der größere Drecksack dieser Beiden ist. Erdogen oder Gülen?",1.0
1959239,"Der menschliche Größenwahn, der sich hinter der Klimareligion verbirgt, nimmt unendliche Dimensionen an. https://www.achgut.com/artikel/wann_wird_den_klima_alarmisten_der_stecker_gezogen",1.0
1959287,So ein Verfahren wird dem selbsternannten Obernazi wohl kaum beeindrucken.,1.0
1959431,Na das wird dem obersten Ausländerhetzer in Deutschland jetzt aber mächtig stören. Und zum Neujahr gibt es dann von ihm rote Halbmonde als Anstecker für Moslems.,1.0
1959845,"Offensichtlich hat Trump sich auf die Fahnen geschrieben, während seiner Amtszeit so viel wie möglich zu zerstören, was andere mit Entbehrungen aufgebaut haben. Ein alter Mann mit dem Hirn eines 14jährigen unter seinem Hamsterfell, der dümmste Präsident den die USA bis heute hervorgebracht hat.",1.0
1960439,Moscheen sind Brutstätten des islamistischen Terrors (Thilo Sarrazin).,1.0
1961161,Der Link funktioniert wohl nur am 19.12. ist aber ein toller Kommentar zum Thema: http://taz.de/#!tom=tomdestages,1.0
1962221,Wir brauchen dringen Arbeitssklaven aus Afrika die Syrer und Iraker und Afghanen können wir nicht brauchen !,1.0
1962227,"Ja wir brauchen ein Update höhere Löhne 12,5 € Mindestlohn und 13. Monatsgehalt Du Ausbeuter Führer.  Und die Zeitarbeit abschaffen.",1.0
1962275,Deutschland zeigt sich von seiner schäbigen Seite. Die Bundeslügnerin hat Blut an ihren Händen. ,1.0
1962611,Was für eine Knalltüte! Und sitzt im Bundestag! Das ist echt bezeichnend!  Ich habe mtlw den Eindruck man wird nur noch geschröpft und Bevormundet! Es lebe Bio Deutschland! ,1.0
1964237,Hier noch ein Fall aus dem ÖR:  https://www.youtube.com/watch?v=bxJtT_rwf0Y  Nicht nur die Printmedien....,1.0
