text,label
" Manchmal glaube ich...Sie sind etwas naiv in diesen Dingen. Wenn ich ein weibliches ""Miststück"" wäre, würde ich mir doch auch erstmal die Wohnung bezahlen und mich reich beschenken lassen. Und wenn die Zeit reif ist, alles auffliegen lassen, um den Schleimbolzen loszuwerden. Männer sind nun mal so hohl, um zu glauben, dass ihre Liebe so erwidert würde. Zumindest viele...Warum sollte eine Frau präventive Schritte einleiten, wenn sie einen finanziellen Nutzen daraus ziehen kann? Das wissen alle Frauen und würden auch so handeln. Nur Männer fallen immer wieder darauf rein.",1
" kommt wohl auf das Studium an. Z.B: Publizistik, Theaterwissenschaften,  oder ähnliches in so einer Firma befähigt wirklich nur zu - kultiviertem - Kellnern.",1
"vor aölem nach den müllbergen am wochenende, die die gemeinde von den türken dann auf gemeindekosten entsorgen darf.. ",1
" Das ist kein Job, sondern (gewählte) Freizeit. Ein ""Frauenjob"" ist z. B. Einzelhandelskauffrau. Hoher Teilzeitanteil, niedrige Löhne, viel Freude dabei.",1
" Tja, wenn die Kleine Zeitung das sagt!! Wäre auch ihr letzter Blödsinn gewesen, hätte sie am Ende gemeint, dass Frau Heinisch-Hosek die beste Ministerin ist.",1
" Hass ist nicht das richtige Wort, denn hassen kann man eigentlich nur jemand, den man geistig auf der gleichen oder einer übergeordneten Ebene verortet. In letzterem
Fall würde man wohl eher von Ressentiment sprechen.",1
"Muss man Ihnen alles erklären? Sie glauben es wär DREI Polizisten unmöglich, jemanden zu beschatten ohne selbst entdeckt zu werden (abgesehen davon, dass man einen Polizisten weiter entfernt rausschickt um die Jungs in Sicherheit zu wiegen)?
Und für was glauben Sie eigentlich gibt es verdeckte Fahnder?",1
 keine macht den drogen!,1
 Was für Drogen nehmen Sie? allein Ihr Hass auf Frauen kann so einen abstrusen Unfug kaum erklären,1
" Man sieht hier schon in der Einführung, dass hier ex kathedra auf der Basis einer Fundamentalideologie argumentiert wird. Kritisches Hinterfragen ist nicht erwünscht und nicht vorgesehen. Alle, die nicht dieser Ideologie anhängen, werden gleich mal offen oder verdeckt abgewertet. Es ist doch unglaublich wie  verbohrt Menschen sein können.... - Aber bringt wenigstens viele Clicks, wird man sich hier denken.",1
" Gaaaaanz arme Hascherl, Teil 298 (diese Woche).",1
"Aktion ->Reaktion Die Gegner übertreiben so, weil die Befürworter so übertreiben.

Der Feminismus operiert nunmal schon seit Jahrzehnten gerne mit Fakezahlen (besonders im Bereich Sexualverbrechen), bedient sich lustvoll der grausigsten Gewaltphantasien und -drohungen, versucht immer wieder zivilisatorische Errungenschaften zu entsorgen ( neuestes Lieblingsbeispiel: http://news.nationalpost.com/full-comment/christie-blatchford-ruling-in-twitter-harassment-trial-could-have-enormous-fallout-for-free-speech ), arbeitet unermüdlich an der Marginalisierung der Mehrheit und der Privilegierung von Randgruppen, und kommuniziert am Liebsten im Duktus der schrillen Hysterie.

Und die Gegner des Feminismus tun jetzt dasselbe.

Und ich soll da überrascht sein?

Na ja.",1
"Wie immer halt. Genderkritiker sind Genderverschwörungstheoretiker oder Fortschrittsgeplagte (Gender= Fortschritt? Ernsthaft?) oder in einer privilegierten Position (trifft auf Genderisten doch auch zu?). Gender hingegen ist makellos, fortschrittlich und bringt Licht in die dunkle Welt!
Sicher. Alle unwissend außer ich. Doppelmoral hurra!
Keine Selbstkritik, Schuld sind die anderen. Belege liefert der Artikel auch wieder nicht. Und da wundert sich Frau Genderistin, dass andere von ihrem Glauben und ihrer Haltung genervt sind. 
Ich bin nicht von Geschlechtserforschung genervt, sondern davon, dass diese zum Großteil aus (unwissenschaftlicher) radikalfeministischer Perspektive erfolgt und Ergebnisse dieser Forschung oftmals schon zu Beginn feststehen. Das Ergebnis lautet dann oftmals Mann= privilegierter Täter und Frau = unschuldiges Opfer. Und an jeder Ecke lauert die Verschwörung des Weltpatriachats zur Unterdrückung der Frau. Wie immer halt.",1
"Wie immer halt. Genderkritiker sind Genderverschwörungstheoretiker oder Fortschrittsgeplagte (Gender= Fortschritt? Ernsthaft?) oder in einer privilegierten Position (trifft auf Genderisten doch auch zu?). Gender hingegen ist makellos, fortschrittlich und bringt Licht in die dunkle Welt!
Sicher. Alle unwissend außer ich. Doppelmoral hurra!
Keine Selbstkritik, Schuld sind die anderen. Belege liefert der Artikel auch wieder nicht. Und da wundert sich Frau Genderistin, dass andere von ihrem Glauben und ihrer Haltung genervt sind. 
Ich bin nicht von Geschlechtserforschung genervt, sondern davon, dass diese zum Großteil aus (unwissenschaftlicher) radikalfeministischer Perspektive erfolgt und Ergebnisse dieser Forschung oftmals schon zu Beginn feststehen. Das Ergebnis lautet dann oftmals Mann= privilegierter Täter und Frau = unschuldiges Opfer. Und an jeder Ecke lauert die Verschwörung des Weltpatriachats zur Unterdrückung der Frau. Wie immer halt.",1
"Je mehr man sich mit Naturwissenschaften beschäftigt, desto schwieriger fällt es die Aussage ""Ich weiß dass:..."" zu tätigen. Unheimlich viele Faktoren sind zu berücksichtigen. Die Sammlung der Daten, Erlernen verschiedener Technologien und Programme, Statistik, Literaturrecherche und Interpretation sind unglaublich aufwendig. Ich hab mich entschlossen, dass mir das zu anstrengend ist. Stattdessen gehe ich evtl in die Sozialwissenschaften, wo ich mir meine Daten aussuchen und andere als unbedeutend abschreiben kann. Ich habe mir überlegt meine nächste Publikation über die beruflichen Nachteile blauäugiger Menschen in der Gesellschaft zu veröffentlichen. Wussten Sie etwa, dass der durchschnittliche österr. Betrieb nur 5% blauäugige Menschen anstellt? Dieser Wert ist in den letzten 70 Jahren sogar um 15% gesunken! Quoten >hust<",1
"Je mehr man sich mit Naturwissenschaften beschäftigt, desto schwieriger fällt es die Aussage ""Ich weiß dass:..."" zu tätigen. Unheimlich viele Faktoren sind zu berücksichtigen. Die Sammlung der Daten, Erlernen verschiedener Technologien und Programme, Statistik, Literaturrecherche und Interpretation sind unglaublich aufwendig. Ich hab mich entschlossen, dass mir das zu anstrengend ist. Stattdessen gehe ich evtl in die Sozialwissenschaften, wo ich mir meine Daten aussuchen und andere als unbedeutend abschreiben kann. Ich habe mir überlegt meine nächste Publikation über die beruflichen Nachteile blauäugiger Menschen in der Gesellschaft zu veröffentlichen. Wussten Sie etwa, dass der durchschnittliche österr. Betrieb nur 5% blauäugige Menschen anstellt? Dieser Wert ist in den letzten 70 Jahren sogar um 15% gesunken! Quoten >hust<",1
" Wie schön muss es sein, in dieser Opferrolle. Sich in Selbstmitleid suhlen und der ganzen Welt die Schuld für das eigene Versagen geben. Eigentlich warten solche Damen nur auf den Traumprinzen, der auf einem weißen Pferd angeritten kommt und sie rettet, damit sie doch wieder die Prinzessin sein können, die sie immer sein wollten, statt einen Ritter zu spielen.",1
" Wie schön muss es sein, in dieser Opferrolle. Sich in Selbstmitleid suhlen und der ganzen Welt die Schuld für das eigene Versagen geben. Eigentlich warten solche Damen nur auf den Traumprinzen, der auf einem weißen Pferd angeritten kommt und sie rettet, damit sie doch wieder die Prinzessin sein können, die sie immer sein wollten, statt einen Ritter zu spielen.",1
" feminists in a Nutshell http://asset-1.soupcdn.com/asset/12347/0898_18ab_500.jpeg
#notsorry",1
"Innen sollten nur mit Autos fahren, welche ausschließlich von Innen entworfen und gebaut wurden.",1
"ist die realität wirklich so arg? frauen haben so viele rechte und lebensmöglichkeiten wie noch NIE in der geschichte. das ist weniger eine errungenschaft des feminismus, als des kapitalismus und der industrialisierung.
es sind oft ganz banale sachen. man stelle sich vor es sind drei kinder da (es gibt noch keine pille, es könnte jederzeit noch eins kommen) ,es existieren keine waschmaschinen und es gibt keine supermärkte. alleine diese drei punkte zwangen frauen zu hause zu bleiben und die männer arbeiten zu gehen.
die rollenverteilung früherer jahrhunderte war ja nicht bloß eine bösartigkeit.
wenn uns energie und rohstoffe ausgehen, kann alles wieder ganz anders werden.",1
"Zynischer Artikel... ...in den seriösen Sozialwissenschaften haben die meisten Studien zum Thema ""Gender"" kaum einen Meter, da sie oft methodische schwere Mängel haben und sich auf monokausale Erklärungsmuster versteifen.
Viele der Speerspitzen der Femismus/Gender meist gar keine Sozialwissenschaftler, sonder Journalisten, Linguisten oder einfach nur ""Aktivisten"". Nur weil eine kleine Mehrheit radikal und laut schreit, ist z.B trotzdem die Existenz des Patriarchats in westlich. Gesellschaft kein abgesichertes Faktum, sonder nur eines von mehreren Möglichen Erklärungsmodellen für gesell. Verhältnisse.

...auch sehr lustig: Gerade Caitlyn Jenner ist von TERFs massiv angefeindet worden. Aber von denen liest man hier nix, weil Feminismus ist ja immer gut & edel.",1
 Sie können sich ihr Binnen-I gerne wo hinpflanzen.........,1
" Wenn du eine weinerliche Reaktion suchst, lies den Blog ;)",1
" emanzipation hat mit der aktuellen welle des feminismus nicht das geringste zu tun. feminismus ist inzwischen zu einer religion verkommen, die ausschließlich auf dogmen setzt und zu diskussionen nur scheinargumente beiträgt (rote häringe, strohmänner, coca-cola-argumente, ad-hominems etc.).

dieser feminismus muss in seine schranken gewiesen werden, zum glück sind da die meisten frauen da aber sowieso nicht anfällig und durchschauen diesen ganzen unsinn.",1
"Die Mehrheit der Kommentare hier bestätigt Dass Gender ein elitäres Minderheiten- bzw. Umerziehungsprogramm ist, dass offensichtlich von weiten Teilen der Bevölkerung abgelehnt wird, die sich nicht vorschreiben wollen, wie sie zu denken und zu leben haben.",1
" Bist du auch so einer der in einem Geschäft sofort den Manager ruft, wenn etwas nicht passt? Wie ist das so wenn man sich täglich seine Wahrheit zusammen schustert?",1
"Genderwahn bei wissenschaftlichen Arbeiten Ich schreibe gerade an meiner Masterarbeit und Genderwahn beschreibt die aktuelle Situation perfekt. Ich muss teilweise Sätze komplett umformulieren, damit meine Arbeit richtig gegendert ist. Das ist einfach nur krank. Feminismus wird über die Qualität einer wissenschaftlichen Arbeit gestellt.",1
"Quotendummsen, Sozialdienst Nach den Krawattenhengsten, die in der mittleren Führungsschicht mangels Hirn steckenblieben, haben wir heute die Quotendummsen. Die Auswirkungen auf unsere internationale Konkurrenzfähigkeit werden langsam greifbar.
Die Leier vom Wenigerverdienen ist - siehe andere Poster - falsch weil eine Folge recht persönlicher Entscheidungen der Frauenschaft. Ebenso ist es grauslich mit anzusehen, wie manche Berufe zur reinen Frauendomäne werden, z.B. in der Grundschule. Noch grauslicher ist es, wenn die Damen jeden Griff ""abrechnen"", was Partnerschaften nachhaltig zerstört. Auch die stillen Frauenvorrechte sind zu hinterfragen, z.B. die Pensionsparasiten, die einen alten Herrn ehelichen. Auch Militär= oder Sozialdienstpflicht wäre anzudiskutieren.",1
"Quotendummsen, Sozialdienst Nach den Krawattenhengsten, die in der mittleren Führungsschicht mangels Hirn steckenblieben, haben wir heute die Quotendummsen. Die Auswirkungen auf unsere internationale Konkurrenzfähigkeit werden langsam greifbar.
Die Leier vom Wenigerverdienen ist - siehe andere Poster - falsch weil eine Folge recht persönlicher Entscheidungen der Frauenschaft. Ebenso ist es grauslich mit anzusehen, wie manche Berufe zur reinen Frauendomäne werden, z.B. in der Grundschule. Noch grauslicher ist es, wenn die Damen jeden Griff ""abrechnen"", was Partnerschaften nachhaltig zerstört. Auch die stillen Frauenvorrechte sind zu hinterfragen, z.B. die Pensionsparasiten, die einen alten Herrn ehelichen. Auch Militär= oder Sozialdienstpflicht wäre anzudiskutieren.",1
" ""gequält weinerlich"" ist eigentlich nur der Artikel.",1
" nein, der aktuelle feminismus ist genau das. ein menschenfeindlicher extremismus, dem man als humanist aufs schärfste entgegenzutreten hat.",1
" Was immer irgendjemand spricht, oder dagegen spricht, bestätigt ohnehin Ihre (vorgefasste) Meinung. Erinnert mich an die Strotzka Vorlesung, als er an eindringlichen Beispielen Paranoia erklärte ...",1
"arbeiten weitaus öfter unbezahlt und/oder in Teilzeit, kümmern sich um Kinder oder Kranke, der Haushalt ist auch ihre Sache Wo steht denn die Frau heute noch am Herd? 
Dank Gleichstellung müssen heute beide Partner arbeiten gehen, ein Einkommen reicht nicht mehr aus um die Familie zu ernähren.
Nur Frauen kümmern sich um Kranke und Kinder?
Warum können Frauen trotz höherer Lebenserwartung früher in Pension gehen?
Warum verdienen Frauen weniger obwohl es inzwischen sehr viele Frauen in Führungspositionen gibt? Vielleicht weil Frauen das selbst verhindern?",1
" auch wenn sie`s noch hundertmal wiederholen hat trotzdem null substanz

ihre postings sind ein beispiel dafür wie scheuklappen ein offenes weltbild verhindern können",1
"Doch: Gender-Beauftragte, Mitglieder in Gleichstellungskommissionen ...",1
" Ich kümmer mich als Mann auch um Pflegefälle und ich kenne keine einzige Frau, die im Beruf einkommensmäßig diskriminiert wird. Ich kenne hingegen einige Frauen, die dank faktischer Quotenbestimmungen auf Leitungsposten kamen, obwohl die Qualifikation dafür fehlt. 
Frauen pflegen öfters als Männer, weil ihre Ehemänner im Normalfall älter sind und früher siechen und sterben. 

Ich jammer nicht, aber der stereotyp gepredigte Mythos von der benachteiligten Frau ist einfach nicht wirklich. In meiner Lebenserfahrung findet sich kein Ansatzpunkt dafür.",1
"gender- und feminismus sind so ziemlich die mächtigsten waffen, derer sich jeder jederzeit bedienen kann und damit sein machtpotenzial von null in nahezu unendliche höhen katapultieren kann. daher 'unstoppable'.
doppelt dumm, wer es nicht nutzt. 
werde mir diese waffen daher künftig auch zu nutze machen. dann brauch mich nicht mehr über diese dummen argumente ärgern und kann im bedarf jederzeit druck auf meine umgebung ausüben. if you cant change a system, use it!",1
" Sowas eckelhaftes wie Gender oder Conchita Wurst,  das sollte man verbieten öffentlich zu zeigen.

Das kann wohl kaum jemand tolerieren.

Das ist Krebs für die Augen von Kindern die mit sowas aufwachsen und soetwas sehen müssen.",1
" Sowas eckelhaftes wie Gender oder Conchita Wurst,  das sollte man verbieten öffentlich zu zeigen.

Das kann wohl kaum jemand tolerieren.

Das ist Krebs für die Augen von Kindern die mit sowas aufwachsen und soetwas sehen müssen.",1
trolling is a art. Jetzt hast du dich verraten. Aber wirklich nahe dran am original.,1
" Überlasst die Bewertungen der Postings doch den Rot- und Grünstrichlern, anstatt die Hälfte der Meinungen zu Löschen. Hauptsache keinen Diskurs zulassen. Peinlich sowas.",1
" Die Zensorinnen sind hier wieder hyperaktiv. Unpackbar, wie offen diese Genderwahninnen gegenüber freier aber keinesfalls unflätiger oder beleidigender Meinungsäußerung eingestellt sind. Das spricht wirklich Bände.",1
