,Unnamed: 0,id,Text,Reject Newspaper,Reject Crowd,Rejection Count Crowd,Sexism Count Crowd,Racism Count Crowd,Threat Count Crowd,Insult Count Crowd,Profanity Count Crowd,Meta Count Crowd,Advertisement Count Crowd
83951,83951,2364545,"Es ist sehr gut, wenn man rassistische und rechtsradiakle Entgleisungen der NAZIS in die Schranken weist. Der Bürgermeister hat die richtige Linie eingeschlagen. Die Strategie ist folgerichtig. NAZIS haben in Deutschland kein Bleiberecht.",1,0,0,,,,,,,
83944,83944,2364453,"Es zeigt sich schon vor dem ersten Spiel der Rückrunde, dass die Ausleihe-Spielchen von Kult-Eberl ein Griff ins Klo sind. Im übrigen scheinen die Trainingsmethoden des schönen Marco Rose sich nicht sonderlich von denen Dieter  Hecking zu unterscheiden. Die Verletzungsanfälligkeit der Spieler ist gleich hoch. Schöne Aussichten für die Rückrunde. ",1,0,0,,,,,,,
83943,83943,2364445,"Es zeigt sich schon vor dem ersten Spiel der Rückrunde, dass die Ausleihe-Spielchen von Kult-Eberl ein Griff ins Klo sind. Im übrigen scheinen die Trainingsmethoden des schönen Marco Rose sich nicht sonderlich von denen Dieter  Hecking zu unterscheiden. Die Verletzungsanfälligkeit der Spieler ist gleich hoch. Schöne Aussichten für die Rückrunde. ",1,0,0,,,,,,,
83822,83822,2356357,"Wer verteidigt Deutschland, die EU und z.B. die für die fehlende Unterstützung bei der Bekämpfung der Brände in Australien? Es ist einfach traurig, das wir nicht willens sind den Menschen und Tieren dort zu helfen. Traurig welche Themen wichtiger sind. Ihr seid einfach Erbärmlich!!!",1,0,2,0.0,0.0,0.0,2.0,1.0,0.0,0.0
83819,83819,2356351,"Wer verteidigt Deutschland, die EU und z.B. die für die fehlende Unterstützung bei der Bekämpfung der Brände in Australien? Es ist einfach traurig, das wir nicht willens sind den Menschen und Tieren dort zu helfen. Traurig welche Themen wichtiger sind. Ihr seid einfach Erbärmlich!!!",1,0,2,0.0,0.0,0.0,2.0,1.0,0.0,0.0
83820,83820,2356353,"Wer verteidigt Deutschland, die EU und z.B. die für die fehlende Unterstützung bei der Bekämpfung der Brände in Australien? Es ist einfach traurig, das wir nicht willens sind den Menschen und Tieren dort zu helfen. Traurig welche Themen wichtiger sind. Ihr seid einfach Erbärmlich!!!",1,1,3,0.0,0.0,0.0,2.0,1.0,1.0,0.0
83821,83821,2356355,"Wer verteidigt Deutschland, die EU und z.B. die für die fehlende Unterstützung bei der Bekämpfung der Brände in Australien? Es ist einfach traurig, das wir nicht willens sind den Menschen und Tieren dort zu helfen. Traurig welche Themen wichtiger sind. Ihr seid einfach Erbärmlich!!!",1,1,3,0.0,0.0,0.0,2.0,1.0,1.0,0.0
83709,83709,2347427,Gegen Zoos und Tierparks! Artgerecht ist nur die Freiheit!,1,0,0,,,,,,,
56165,56165,2150239,Gegen Zoos und Tierparks! Artgerecht ist nur die Freiheit!,1,0,0,,,,,,,
83611,83611,2337063,Gegen Zoos und Tierparks! Artgerecht ist nur die Freiheit!,1,0,0,,,,,,,
83533,83533,2326399,"Die Tierhaltung, und damit der Konsum tierischer Produkte, ist einer der Hauptverursacher für die größten Probleme unserer Zeit: vom Klimawandel über die Rodung der Wälder, bis hin zur Ressourcenverschwendung und Trinkwasserproblematik. Wenn Ihnen etwas an unserem Planeten liegt, leben Sie vegan.",1,0,0,,,,,,,
61372,61372,2171553,"Die Tierhaltung, und damit der Konsum tierischer Produkte, ist einer der Hauptverursacher für die größten Probleme unserer Zeit: vom Klimawandel über die Rodung der Wälder, bis hin zur Ressourcenverschwendung und Trinkwasserproblematik. Wenn Ihnen etwas an unserem Planeten liegt, leben Sie vegan.",1,0,0,,,,,,,
83418,83418,2313599,Mönchengladbach ist bunt!,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28251,28251,2034095,Mönchengladbach ist bunt!,1,0,0,,,,,,,
83313,83313,2306361,Mein Mitleid hält sich in engen Grenzen!,1,0,0,,,,,,,
77724,77724,2239177,Mein Mitleid hält sich in engen Grenzen!,1,0,0,,,,,,,
83267,83267,2302253,Sack Reis,1,0,0,,,,,,,
68626,68626,2201165,Sack Reis,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72573,72573,2217621,Sack Reis,0,0,0,,,,,,,
83262,83262,2301989,"Solange man 100.000de Menschen ins Land holt, die den Antisemitismus schon seit der Wiege eingeimpft bekommen haben, wird sich dieser Zustand wohl kaum verbessern. ",1,1,3,0.0,3.0,0.0,1.0,0.0,0.0,0.0
83261,83261,2301987,"Solange man 100.000de Menschen ins Land holt, die den Antisemitismus schon seit der Wiege eingeimpft bekommen haben, wird sich dieser Zustand wohl kaum verbessern. ",1,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83226,83226,2298825,"Sehr geehrte Leserin, sehr geehrter Leser, wir haben Ihnen die Kommentarrechte für Ihr Profil entzogen. Zu dieser Maßnahme sehen wir uns gezwungen, da Sie mehrfach und/oder in erheblichem Maße gegen unsere Allgemeinen Geschäftsbedingungen verstoßen haben. Viele Grüße Ihr RP ONLINE Team  So kann man auch die Leser tot machen",1,1,4,0.0,0.0,0.0,0.0,1.0,3.0,0.0
83225,83225,2298823,"Sehr geehrte Leserin, sehr geehrter Leser, wir haben Ihnen die Kommentarrechte für Ihr Profil entzogen. Zu dieser Maßnahme sehen wir uns gezwungen, da Sie mehrfach und/oder in erheblichem Maße gegen unsere Allgemeinen Geschäftsbedingungen verstoßen haben. Viele Grüße Ihr RP ONLINE Team  So kann man auch die Leser tot machen",1,1,4,0.0,0.0,0.0,0.0,1.0,3.0,0.0
83046,83046,2285463,Sehr interessant.,1,0,0,,,,,,,
16291,16291,1983195,Sehr interessant.,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82790,82790,2260179,"Interessant, dass Österreich jetzt unter die Rubrik ""Deutschland"" fällt. Meines Wissens ist der ""Anschluss"" ja auch nie rückgängig gemacht worden. ",0,0,0,,,,,,,
82789,82789,2260163,"Interessant, dass Österreich jetzt unter die Rubrik ""Deutschland"" fällt. Meines Wissens ist der ""Anschluss"" ja auch nie rückgängig gemacht worden. ",0,0,0,,,,,,,
82494,82494,2258799,Mal ehrlich gesagt. Wer hätte schon damit gerechnet das 1 Milliarde 40mal so schnell durchgeboxt werden wie 40 Milliarden für etwas immer noch recht illusonäres wie der Klimawandel. Und als Zugabe noch fast eine Milliarde für den Wald.   Der Entscheidungszeitraum verhält sich immer umgekehrt proportional zu den Summen die verteilt werden.  Dolle Regierung.,0,0,0,,,,,,,
82490,82490,2258771,Mal ehrlich gesagt. Wer hätte schon damit gerechnet das 1 Milliarde 40mal so schnell durchgeboxt werden wie 40 Milliarden für etwas immer noch recht illusonäres wie der Klimawandel. Und als Zugabe noch fast eine Milliarde für den Wald.   Der Entscheidungszeitraum verhält sich immer umgekehrt proportional zu den Summen die verteilt werden.  Dolle Regierung.,0,0,0,,,,,,,
82456,82456,2258615,"Warum etliche Millionen € in die Forschung stecken, warum langjährige Untersuchungen unternehmen. Wir fragen einfach ein dummes, 16 Jähriges ferngelenktes Mädchen und bekommen unsere Antworten, worauf wir dann etliche Milliarden in den Umbau von ganzen Volkswirtschaften stecken. Dass dabei überall auf der Welt die Umwelt komplett zerstört wird, interessiert ja nicht. Davon hat Greta ja nichts gesagt",0,1,3,1.0,0.0,0.0,3.0,0.0,0.0,0.0
82455,82455,2258613,"Warum etliche Millionen € in die Forschung stecken, warum langjährige Untersuchungen unternehmen. Wir fragen einfach ein dummes, 16 Jähriges ferngelenktes Mädchen und bekommen unsere Antworten, worauf wir dann etliche Milliarden in den Umbau von ganzen Volkswirtschaften stecken. Dass dabei überall auf der Welt die Umwelt komplett zerstört wird, interessiert ja nicht. Davon hat Greta ja nichts gesagt",0,1,3,1.0,0.0,0.0,3.0,0.0,0.0,0.0
82332,82332,2258083,"Ich denke ja: ""Deutsche Bank"" ist Verbrecherbank!",0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
82331,82331,2258081,"Ich denke ja: ""Deutsche Bank"" ist Verbrecherbank!",0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
82219,82219,2257615,Für immer weg sperren,0,0,0,,,,,,,
33911,33911,2057725,Für immer weg sperren,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82197,82197,2257505,Das ist genau das richtige Zeichen ... passend zu dem von der Regierung beschlossenen Klimapaket ... kann ich ja meinen SUV weiterfahren. Ironie off,0,0,0,,,,,,,
82196,82196,2257501,Das ist genau das richtige Zeichen ... passend zu dem von der Regierung beschlossenen Klimapaket ... kann ich ja meinen SUV weiterfahren. Ironie off,0,0,0,,,,,,,
81848,81848,2255933,"Ein völlig unsozialer Trend, wer Geld hat nimmt sich einfach den Platz im öffentlichen Raum und gefährdet damit Kinder und Menschen und Fahrer anderer kleinerer KFZs. Völlig asozial.",0,0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
81846,81846,2255919,"Ein völlig unsozialer Trend, wer Geld hat nimmt sich einfach den Platz im öffentlichen Raum und gefährdet damit Kinder und Menschen und Fahrer anderer kleinerer KFZs. Völlig asozial.",0,0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
81841,81841,2255903,"Dieser Personenkult sprengt langsam alle Grenzen.  Merken die beteiligten Medien überhaupt, wie sie freiwillig ferngesteuert reagieren? Von Relotius zu Devotius... ",0,0,0,,,,,,,
81644,81644,2255079,"Dieser Personenkult sprengt langsam alle Grenzen.  Merken die beteiligten Medien überhaupt, wie sie freiwillig ferngesteuert reagieren? Von Relotius zu Devotius... ",0,0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0
81836,81836,2255879,Lächerlich!,0,0,0,,,,,,,
11058,11058,1960039,Lächerlich!,0,0,0,,,,,,,
52807,52807,2136375,Lächerlich!,0,0,0,,,,,,,
81795,81795,2255739,"Gehirne sind schon was Tolles. Wäre echt klasse, wenn jeder eins hätte.",0,1,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0
15387,15387,1979465,"Gehirne sind schon was Tolles. Wäre echt klasse, wenn jeder eins hätte.",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28846,28846,2036545,"Gehirne sind schon was Tolles. Wäre echt klasse, wenn jeder eins hätte.",1,0,0,,,,,,,
81745,81745,2255559,Gute Entscheidung!,0,0,0,,,,,,,
17861,17861,1990031,Gute Entscheidung!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31750,31750,2048625,Gute Entscheidung!,0,0,0,,,,,,,
81436,81436,2254239,"Allein der Umstand, dass ein seriöses Blatt es für nötig erachtet einen  ""Meinungsartikel"" mit einem solchen Tenor zu publizieren, zeigt wie irreparabel krank und kaputt die Gesellschaft in Deutschland ist. Einen Konsens gibt es für und in dieser Gesellschaft schon länger nicht mehr. Der Frieden wird aktuell geopfert. Noch nicht mal fahrlässig, sondern sehenden Auges und ganz offen.",0,0,0,,,,,,,
81427,81427,2254207,"Allein der Umstand, dass ein seriöses Blatt es für nötig erachtet einen  ""Meinungsartikel"" mit einem solchen Tenor zu publizieren, zeigt wie irreparabel krank und kaputt die Gesellschaft in Deutschland ist. Einen Konsens gibt es für und in dieser Gesellschaft schon länger nicht mehr. Der Frieden wird aktuell geopfert. Noch nicht mal fahrlässig, sondern sehenden Auges und ganz offen.",0,0,0,,,,,,,
81151,81151,2253113,"Warum wohl flogen die Damen in zwei verschiedenen Flugzeugen?!?! Es drohte wohl ein Zickenkrieg. Nach der Staats Gründung 1948 flog ""dat janze Schmölzje"" in einer (amerikanischen) Maschine. Geht heute nicht mehr - wir sind zu groß und unsere Volksvertreter zu sehr abgehoben wurden. BODENHAFTUNG muss wieder her.",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81129,81129,2253039,"Warum wohl flogen die Damen in zwei verschiedenen Flugzeugen?!?! Es drohte wohl ein Zickenkrieg. Nach der Staats Gründung 1948 flog ""dat janze Schmölzje"" in einer (amerikanischen) Maschine. Geht heute nicht mehr - wir sind zu groß und unsere Volksvertreter zu sehr abgehoben wurden. BODENHAFTUNG muss wieder her.",0,0,0,,,,,,,
80997,80997,2252533,Verlogen wie die alle sind kann man nur Kotzen,1,1,4,0.0,0.0,0.0,2.0,3.0,0.0,0.0
80990,80990,2252513,Verlogen wie die alle sind kann man nur Kotzen,1,1,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0
80943,80943,2252377,Ohne Worte....,0,0,0,,,,,,,
74977,74977,2227495,Ohne Worte....,0,0,0,,,,,,,
80653,80653,2251145,"Heute bei der Umweltdemo gesehen - Demonstranten die geraucht haben. Damit macht man sich absolut unglaubwürdig und kann nicht als ""Umweltdemonstrant"" ernst genommen werden!",0,0,0,,,,,,,
80562,80562,2250773,"Heute bei der Umweltdemo gesehen - Demonstranten die geraucht haben. Damit macht man sich absolut unglaubwürdig und kann nicht als ""Umweltdemonstrant"" ernst genommen werden!",0,0,0,,,,,,,
80584,80584,2250861,"Versagen der Politik Merkel & GroKo. Bis heute nicht verstanden, dass Klimaschutz wichtig ist.  Die beschlossenen Punkte schaffen es nicht einen aufkochenden Deckel zu dämmen.   Dringend muss es Neuwahlen und Veränderungen geben. Unsere Politik in Personen von Berufspolitikern, die keine 10 Jahre im Leben gestanden haben, ist fehl am Platz und muss aufhören.",0,0,0,,,,,,,
80582,80582,2250857,"Versagen der Politik Merkel & GroKo. Bis heute nicht verstanden, dass Klimaschutz wichtig ist.  Die beschlossenen Punkte schaffen es nicht einen aufkochenden Deckel zu dämmen.   Dringend muss es Neuwahlen und Veränderungen geben. Unsere Politik in Personen von Berufspolitikern, die keine 10 Jahre im Leben gestanden haben, ist fehl am Platz und muss aufhören.",0,0,0,,,,,,,
80097,80097,2248847,"„Unsichtbar wird der Wahnsinn, wenn er genügend große Ausmaße angenommen hat.“  Berthold Brecht",0,0,0,,,,,,,
45475,45475,2106209,"„Unsichtbar wird der Wahnsinn, wenn er genügend große Ausmaße angenommen hat.“  Berthold Brecht",0,0,0,,,,,,,
55610,55610,2148065,"„Unsichtbar wird der Wahnsinn, wenn er genügend große Ausmaße angenommen hat.“  Berthold Brecht",0,0,0,,,,,,,
60975,60975,2169621,"„Unsichtbar wird der Wahnsinn, wenn er genügend große Ausmaße angenommen hat.“  Berthold Brecht",0,0,0,,,,,,,
70372,70372,2208341,"„Unsichtbar wird der Wahnsinn, wenn er genügend große Ausmaße angenommen hat.“  Berthold Brecht",0,0,0,,,,,,,
80057,80057,2248733,"Ein Grund mehr, die AfD zu wählen.",1,0,0,,,,,,,
79930,79930,2248225,"Ein Grund mehr, die AfD zu wählen.",0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79741,79741,2247465,nicht in meinem namen!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56621,56621,2152125,nicht in meinem namen!,0,0,0,,,,,,,
57666,57666,2156459,nicht in meinem namen!,0,0,0,,,,,,,
79643,79643,2247027,"„Burrata (eine edle Form von Mozzarella)“  Wie kommt Frau Wanninger auf solch ein Unsinn? Im Gegensatz zu „echtem“ Mozzarella di bufala wird eine Burrata zumeist aus Kuh- und nicht  Büffelmilch hergestellt. Das Besondere einer Burrata ist das sahnige innere dieses Filata-Käses. Da gibt es kein besser oder schlechter, sondern nur unterschiedliche Verwendunsmöglichkeiten. Vorausgesetzt man kennt nicht nur Industrie-Mozzarella vom Discounter, der eigentlich ein Fior di latte ist.",0,0,0,,,,,,,
79642,79642,2247023,"„Burrata (eine edle Form von Mozzarella)“  Wie kommt Frau Wanninger auf solch ein Unsinn? Im Gegensatz zu „echtem“ Mozzarella di bufala wird eine Burrata zumeist aus Kuh- und nicht  Büffelmilch hergestellt. Das Besondere einer Burrata ist das sahnige innere dieses Filata-Käses. Da gibt es kein besser oder schlechter, sondern nur unterschiedliche Verwendunsmöglichkeiten. Vorausgesetzt man kennt nicht nur Industrie-Mozzarella vom Discounter, der eigentlich ein Fior di latte ist.",0,0,0,,,,,,,
79498,79498,2246435,Und Schweine können fliegen,0,0,0,,,,,,,
27011,27011,2029045,Und Schweine können fliegen,0,0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0
79414,79414,2246083,"Wie wär's denn mit ""Die Welle""? Vor allem angesichts der Welle, die die Namensnennung gerade macht ...",0,0,0,,,,,,,
79411,79411,2246069,"Wie wär's denn mit ""Die Welle""? Vor allem angesichts der Welle, die die Namensnennung gerade macht ...",0,0,0,,,,,,,
79212,79212,2245283,,1,0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0
55632,55632,2148177,,1,0,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
79115,79115,2244871,"An alle blinden Erbsenzähler. Wir haben gewonnen, ja wirklich! Fussball ist und bleibt Mannschaftssport. Freut euch über den Derbysieg und ein sensationelles  Debüt von Bensebaini.  Meine grösste Hoffnung nach diesem Spiel ist, dass Oskar Wendt bei der Borussia endlich Geschichte ist. Wenn Borussia zum Spielende platt war, zeigt das auch, dass sie alles gegeben haben. Aber meckert mal weiter, obwohl es immer besser wird.",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79113,79113,2244867,"An alle blinden Erbsenzähler. Wir haben gewonnen, ja wirklich! Fussball ist und bleibt Mannschaftssport. Freut euch über den Derbysieg und ein sensationelles  Debüt von Bensebaini.  Meine grösste Hoffnung nach diesem Spiel ist, dass Oskar Wendt bei der Borussia endlich Geschichte ist. Wenn Borussia zum Spielende platt war, zeigt das auch, dass sie alles gegeben haben. Aber meckert mal weiter, obwohl es immer besser wird.",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79007,79007,2244407,"Hat man es endlich kapiert das die Autos aus der Stadt raus müssen??!! In anderen Metropolen Deutschlands weiß man es schon länger, nur hier lag oder liegt man noch im Tiefschlaf. Aber auf die Ergebnisse und wie diese aussehen, darauf bin ich ehr gespannt.",0,0,0,,,,,,,
79006,79006,2244405,"Hat man es endlich kapiert das die Autos aus der Stadt raus müssen??!! In anderen Metropolen Deutschlands weiß man es schon länger, nur hier lag oder liegt man noch im Tiefschlaf. Aber auf die Ergebnisse und wie diese aussehen, darauf bin ich ehr gespannt.",0,0,0,,,,,,,
78895,78895,2243939,"Ein herzliches ""Dankschön!"" für diesen Beitrag. Sicher, kritische Bestandsanalysen sind richtig und wichtig. Läßt man sie aber für sich alleine stehen und bietet keine Lösungen an, besteht m.E. die Gefahr, daß man im ""Alles ist schlecht!""-Sumpf stecken bleibt und nicht den Dreh bekommt, sich - evtl. gemeinsam mit anderen - aktiv für Veränderung einzusetzen. Also: gerne mehr von solchen Mut- und Mitmach-Artikeln!",0,0,0,,,,,,,
78894,78894,2243937,"Ein herzliches ""Dankschön!"" für diesen Beitrag. Sicher, kritische Bestandsanalysen sind richtig und wichtig. Läßt man sie aber für sich alleine stehen und bietet keine Lösungen an, besteht m.E. die Gefahr, daß man im ""Alles ist schlecht!""-Sumpf stecken bleibt und nicht den Dreh bekommt, sich - evtl. gemeinsam mit anderen - aktiv für Veränderung einzusetzen. Also: gerne mehr von solchen Mut- und Mitmach-Artikeln!",0,0,0,,,,,,,
78837,78837,2243669,"""Düsseldorf freut sich"" wie kann sich ein Objekt freuen? Und alle Düsseldorfer, die ich kenne, freuen sich überhaupt nicht....",0,0,0,,,,,,,
