text,label,five_folds,ten_folds,train_test_split
"Diskreditierung der Europäischen Union vor ?  Dafür brauchen wir keine R2Gs, das schaft die EU und Ihre willfähigen Medien durch  Ausbeutungs und Bevormundungspolitk selbst viel besser.  ",0.0,4,8,1
"Warum geht die Tagespresse auf solch ein dummes, überflüssiges und absolut nicht relevantes Thema ein? Sitzen hier mittlerweile auch die Pressegaffer? Das ist doch echt zum Ko.....Man hat von Dänemarks Seite bereits dazu ein klares Statement abgegeben. Damit muß man die Hirngespinste eines Komikers aus Übersee nicht mehr aufgreifen! Ignorieren ist oft auch die beste Haltung zu solchen Hirngespinsten.",1.0,4,8,1
"Solche Typen sollten sämtliche Einsatz- und Behandlungskosten aus eigener Tasche bezahlen müssen. Mit 14 Jahren sollte man wissen, dass die Aktion lebensgefährlich ist.",0.0,4,8,1
"Also, solange der ""Muselmann"" das ""Weihnachtsgeld"" doch gerne dankend entgegennimmt, obwohl ihm nichts  an dem Feste liegt, bin ich gerne bereit, auch eine Art ""Ramadan-Geld"" - oder ähnliches Fest - entgegen zunehmen. Wäre doch nur fair, wo ich doch meine Konfession beim Arbeitgeber/ Finanzamt angeben ""darf"".",1.0,4,8,1
"Ein Gänsehautarzikel. Danke Herr Kellermann, das ist ganz großes Kino. Yellow-press at ist best. Ein Redakteur-Allrounder der Extraklasse am beschaulichen Niederrhein. Man glaubt es kaum.",0.0,4,8,1
"Wenn sich die Dame und beamtete Lehrerin die Teilnahme an solch einer Veranstaltung erschleicht, warum sollten das die Schüler nicht auch machen? Die Dame sollte wegen Betrugs aus dem Beamtenverhältnis entfernt werden. Sie ist ja offensichtlich besonders geeignet für ähnliche FS-Fernsehsendungen. Da kann sie dann ihre verlorene Beamtenpension ausgleichen. Und der Rechtsvertreter könnte gleich als Berater auftreten.",1.0,4,8,1
"Das ein hochqualifizierter Fachmann, der nichts anderes als der Wahrheit und seinem Gewissen gefolgt war, in dieser freiheitlichen Demokratie dafür zuerst politisch und medial gehetzt, dann aus dem Amt gejagt und nunmehr täglich unter Beobachtung gestellt ist, da hat eine völlig neue Qualität heraufbeschworen in diesem Land und erinnert fatal an andere Zeiten in diesem Deutschland. Dem darf nicht mehr Raum gegeben werden aus lauter ideologischer Angst. Sie spaltet Land und Leute mehr und mehr.",0.0,4,8,1
"Autos einbehalten, zehn Jahre Gefängnis und Führerschein auf Lebenszeit weg. Anders lernen es solche Idioten nie.",1.0,4,8,1
Wieso sollten Mädchen die Schulbank drücken? Lasst sie einfach wieder Mädchen sein.,1.0,4,8,1
Das arme Kind!,0.0,4,8,1
"Eine sehr nüchterne Betrachtung des Dilemmas, der nichts hinzuzufügen ist. Klarheit schaffen ist jetzt für beide Seiten wichtig und die Europäer, die in der EU verbleiben, sollten damit beginnen. ",0.0,4,8,1
"Busfahren muss kostenfrei werden, wenn die Stadt Jobs abbaut!",0.0,4,8,1
"Will AKK im Euro-Wahlkampf wirklich mit Mutti, bei der das Haltbarkeitsdatum, schon abgelaufen ist, werben ?",1.0,4,8,1
"Der harte Beruf des SPD-Vorsitzenden passt nicht mehr in die Zeit, und so bewerben sich derzeit nur noch hastig zusammengestellte «Teams» um jenes Amt, das einst «gleich nach dem Papst» (Franz Müntefering) kam.   Auch dieser Kandidat wird den Untergang der SPD nicht aufhalten! Und das ist gut so!",0.0,4,8,1
Dann könnte ja jetzt der freie Platz für die Verwaltung zur Resozialisierung genutzt werden. ,0.0,4,8,1
"Richtig so! Pausen, Raucherfreizeiten gehören nicht zur Arbeitszeit ! Auch bei der Stadt nicht!",0.0,4,8,1
Lass die Klöckner doch auch mal haubtberuflich auf nem Ball balancieren.... solang die artgerecht gehalten wird,1.0,4,8,1
"Ich hoffe das die meisten spieler  bis zum Saisonbeginn wieder fit oder verpflichtet  werden. Sonst müssen wir noch mit der 2. nach Bremen fahren,Wäre auch mal eine Erfahrung für den Verein.",0.0,4,8,1
Aber wehe man benutzt Wörter wie Invasion oder Flüchtlingsschwemme. Früher brauchte man Waffen um ein Land zu erobern. Heute reichen zumindest für Deutschland offene Grenzen.,1.0,4,8,1
"Ist schon Sommerloch? Schon mal drüber nachgedacht, wie die Ökobilanz für sowas aussieht? Engeriezufuhr für 20 Radfahrer? Und überhaupt: für's Renten- und Sozialsystem müssen die nicht gerade arbeiten? Wie wärs mir Brauereipferden, stattdessen? Schon irre, was uns alles so als ideal verkauft wird. Oder besser: wieviele es gibt, die sich für einen derartigen Unsinn hergeben",0.0,4,8,1
"Nicht Deutschland muss noch mehr für Afrika tun, sondern Afrika selbst, nämlich mehr Kondome benutzen.",1.0,4,8,1
"Ich zittere jeden Morgen, wenn ich die Zeitung aufschlage.  Oder in Duisburg über die Königstr. gehe.",0.0,4,8,1
"Joachim Löw und sein Ko-Gockel Oliver Bierhof sind für den deutschen Fußball das, was Merkel und AKK für die  CDU sind.",1.0,4,8,1
Warscheinlich sind die Saudis froh das diese US-Rapperin nicht kommt! Das kratzt die die Bohne nicht! Was wollen solche Typen in saudi Arabien überhaupt? geht doch eh nur um Kohle!,0.0,4,8,1
"""WIr sind nicht gegen den Wolf, aber ..."" Nö, wir wollen ihn nur wieder ausrotten. Ist ja nix persönliches. Wenn er bleibt, stehen wir ja sonst als Lügner da. Hatten wir Jäger doch immer behauptet, wir müssen das Wild abballern, weil die natürlichen Feinde fehlen. Jetzt ist der natürliche Feind wieder da... So ein Mist aber auch. Was soll´s, unsere Lobbyisten werden bei der Bundesregierung schon einen Freibrief zum Abschuss durchboxen. Und dann Feuer frei!",1.0,4,8,1
 weil es in Uedem keine Hauptschule mehr gibt?  Wir haben Geld für alles in der Welt. Nur die Kinder der Steuerzahler und arbeitenden Bürger haben nichts davon.   In jeder Gemeinde muss auch ein Sek.2 Schule vorhanden sein oder ein Schulbus.,0.0,4,8,1
"Das ist lecker weil alles kalt ist, den Schweinefrass kann nur Trump essen",1.0,4,8,1
"Den Individualverkehr zu fördern, kann nie falsch sein.",0.0,4,8,1
"Habeck fordert genau das, was die eigene wissenschaftliche Studie der Bundesregierung ergeben hat.  Das Habeck-Gebashe hier im Forum ist leider nur ein Zeichen für Unwisenheit und Ignoranz derer, die ohne Sinn und Verstand auf Habeck eindreschen.",0.0,4,8,1
"Ach ihr lieben Grünen, dafür soll dann Polizei abgestellt werden, die dann in anderen dringenden Fällen fehlen. Findet doch erst einmal heraus, wieviel Autofahrer das Handy am Steuer nutzen obwohl seit Jahren verboten, wieviel Autofahrer ihre Kippen auf die Straße schnippen, ganze Aschenbecher entleeren. Es könnte kontrolliert werden wieviel Radfahrer verbotswidrig fahren und  andere gefährden.",1.0,4,8,1
"Eine Erhöhung der Müllgebühr für Abgabe an den Wertstoffhöfen ist doch kontraproduktiv, es wird dass eintreten, was vermieden werden soll, nämlich wilde Müllablagerungen und das führt dann wieder zu hören Kosten.  Auch sollte hinterfragt fragen, ob überhaupt eine Gebühr gezahlt werden muß, denn wenn ich Sperrmüll habe, wird dieser  kostenlos abgeholt und wenn ich selbst bringe, zahle ich 5 € , wo ist die Logik? ",0.0,4,8,1
"Leider fehlt es unseren Mitmenschen an Hirn, das ist beim Shisha rauchen in Qualm aufgegangen. Ohne Hirn kein Führerschein, ohne Führerschein kein Autoleasing, ohne Autoleasing keine Randale mehr. GREIT ENDLICH DURCH UND NEHMT IHNEN ALLES, ALLES WOMIT SIE HIER, OHNE RECHT, AUF DICKE HOSE MACHEN!",1.0,4,8,1
"Heute haben sie wirklich gut gespielt,Auch gegen elf Berliner war f95 spielbestimmend.Die karte war nicht zweifelhaft sondern beidemale war es eine Bremse gegen den Angreifer.heute wars ein geiler Fußballnachmittag.",0.0,4,8,1
"Speichellecker statt Experten, Ja-Sager statt Kritiker, die Probleme beim Namen nennen, und das ganze vor der größten Herausforderung der Insel seit dem 2. Weltkrieg. Ein Rezept für ein Desaster! ",1.0,4,8,1
"In einer demokratischen Arme darf demokratisch gewählt werden. Und wenn das Angebot der AfD nächer an den Wünschen und Bedürfnissen der denkenden Bürger ist, sieht das aus sicht der CDU nach einem Verlust aus. Die Demokratie hat diese Bürger nicht verloren.",0.0,4,8,1
"Ich glaube auch das Max Eberl mit Johnson, Wendt, Strobl und Raffael langfristige Verträge abschließt, alles andere macht auch keinen Sinn.  Der Herr Eberl kann sowieso machen was er will, die Sozimods, Buntvögel und Konsorten finden immer was negatives. Mir erschliesst sich nur nicht der Sinn immer die gleichen Sprüche zu klopfen, irgendwann muss es doch mal langweilig sein. Zum Glück hat die Mehrheit der Borussen-Fans eine objektive Sichtweise.",1.0,4,8,1
"Verknackt die Regierung endlich -  sonst lernt es die  ""Mischpoke"" -  diese Ansammlung von Lobbyisten -  NIE !!!! - ",1.0,4,8,1
gänzlich aus erneuerbarer Energie?  Was macht Ih Nachts oder an Tagen der Dunkelflaute und  was wird  mit dem Strom gemacht der nicht durch die U-See Verwaltung verbraucht wird zb. von Okt. bis April. ,0.0,4,8,1
Und Schweine können fliegen,1.0,4,8,1
Haftet jetzt Airbus für entgangene Klima-Steuereinnahmen?,0.0,4,8,1
"Der Kreiselverkehr würde besser funktionieren, wenn Autofahrer beim Verlassen des Kreises diszipliniert blinken würden.  Beim Einfahren bleibt man stehen, weil der von links kommende Fahrer nicht blinkt, aber trotzdem den Kreisverkehr verlässt. Das sind unnötige zwei, drei Wartesekunden, die verhindern, in den Kreisverkehr einzufahren. ",0.0,4,8,1
"Wann entledigen sich die Grünen einer Claudia R., die Deutschland als ein mieses Stück von Exkrementen empfindet und dafür auch noch  von diesem Land fürstlich bezahlt wird? Wann entledigt sich diese Partei aller Pädophilen, verurteilten Terroristenhelfern und Junkies? ",1.0,4,8,1
Die italienische Regierung zeigt dass ein Staat nicht wehrlos ist.  Wir brauchen auch mehr Vernunftmenschen in Verantwortung. ,0.0,4,8,1
"Vielleicht muss Herr Yakin das ertragen, wenn man bedenkt, was seine Landsleute hier täglich anrichten.",1.0,4,8,1
"Geht´s noch???  Allerdings Parkgebühren für diese überall kreuz und quer stehenden orangenen Leih-Räder fände ich gut! Ebenso, wenn Schrotträder, die Fahrradplätze blockieren auch konsequent entsorgt würden. ",0.0,4,8,1
"Ein selbstverliebter Gockel, der politisch abgemeldet ist, wie ein Kleinkind um Aufmerksamkeit ringt und selbst in seiner eigenen Partei nur noch belächelt wird. Es spricht nicht für die CDU, dass sie nichts Besseres gegen Geisel aufzubieten hat. Ist doch klar, dass sich der Oberbürgermeister mit diesem Leichtgewicht nicht abgibt. ",0.0,4,8,1
Jetzt habe ich in 10 Minuten zwei Artikel gelesen. Den von der Skandal-Rapperin Schwesta Ewa und von dem Politzisten in der Schweiz.  Ich kann über Justitia nur noch den Kopf schütteln. Was für ein Zeug raucht dieser blinde Vogel eigentlich?,1.0,4,8,1
"wärere schön, wenn Radfahrer ihre Stöpsel aus den Ohren nähmen und ab und an auch mal nach rechts u links schauten, bevor sie über ne Kreuzung fahren und überhaupt ihre Intentionen bekannt gäben, indem sie mal den Arm nach links oder rechts ausstreckten... Als Autofahrer muss man ja auch den Blinker benutzen...",0.0,4,8,1
"Aus anderer Quelle habe ich foldende Worte des Unterlegenen: ""Ich habe nicht ansatzweise auf seinem Level gespielt."" Das nenne ich Größe und Einsicht. Ein Vorbild, das man in der Politike aber auch in den Medien viel zu selten antrifft. Warum fällt es Menschen eigentlich so schwer zuzugeben, dass der andere der Bessere ist?  ",0.0,4,8,1
"Darf man beiläufig auch fragen, ob die sich ständig in den Vordergrund drängende Gruppe auch die Mehrheit an diesem Bevölkerungsanteil besitzt? Berechtige Frage, schließlich wurden beide Großmütter meiner Enkel nicht in Deutschland geboren, nur eine ist Deutsche, bei beiden fällt der Migrationshintergrund im Alltag aber nicht auf.",0.0,4,8,1
"Laufen die gesamten Aktionen gegen die Clan-Kriminalität im Ruhrgebiet nicht unter dem Motto  ""Wehr dich, es ist dein Land!""?  ... es ist also das offizielle Motto, oder ... ?  ""108 kriminelle Clans sind nach neuesten Erkenntnissen in Nordrhein-Westfalen aktiv. Die Zahl zeigt ...""  https://www.welt.de/politik/deutschland/article191003483/Organisierte-Kriminalitaet-Das-steckt-hinter-der-Verdopplung-der-Clans.html",1.0,4,8,1
Das es sich um einen normalen Einbruchsversuch  handelte scheint der Polizei nicht in den Sinn zu kommen. Genauso wird es ein Rechtsanwalt später verdrehen.,0.0,4,8,1
Geisel macht sich das wie immer einfach. Jeder ist SCHULD nur der Ob nicht. Aber so kennen wir ihn als Schaumschläger der von nichts Ahnung hat und davon viel.,1.0,4,8,1
"Veganer Mettigel ist ein Oxymoron, da Mett zwingend rohes Schweingehacktes ist (Laut deutschem Lebensmittelbuch)  Analog-Käse ist ja auch kein Käse und grün eingefärbtes Fleisch in entsprechender Form auch kein Salat",0.0,4,8,1
"Das passt ja alles zur ""Meinungsfreiheit "" in diesem lächerlichen Land,was sich demokratisch nennt,selbst Medien gängeln einen mittlerweile,wie und wo sie wollen,auch dieses Medium !!! Immer schön alles nach unseren Gästen ausrichten,schön obrigkeitshörig sein und bleiben,sich immer schön deckeln lassen,und zu kritischen Themen einfach die Klappe halten!!! Dieses ""Gebaren"" hat mit Meinungsfreiheit NULL zu tun,das ist Erpressung und Nötigung!!! Mit MIR NICHT!!! ",1.0,4,8,1
Genau dieser Schwachsinn ist der Grund private Fernsehsender seit Jahren  zu meiden. Brot und Spiele für das Volk kannten schon die schlauen Römer.,0.0,4,8,1
"Warum sollte ich mich oder gar meine Kinder impfen lassen ?  Es reicht doch, wenn alle anderen geimpft sind. Dann greift der Herdenschutz und gut ist's.",0.0,4,8,1
"Als Geschäftsmann ein Versager, als Politiker eine Nullnummer, selbst rhetorisch ist dieser Mann eher zu den Nichtskönnern zu rechnen. Dafür lügt er wie gedruckt, leidet an totaler Selbstüberschätzung und, das ist das Schlimmste, dieser Drückeberger erdreistet sich den militärischen Gruß zu entbieten.",1.0,4,8,1
"Sowas macht man nicht, keine Frage. Aber die AfD ist sicher keine verfolgte Minderheit in Deutschland. Die ewige Opferrolle scheint bei denen in Parteiseminaren vermittelt zu werden.",0.0,4,8,1
"Und bei all dem politischen Herum- u. Hin- u. Hergetausche bracht man sich um die Vermietermeinung dazu nicht kümmern, oder was?!",0.0,4,8,1
"Man mag gar nicht darüber spekulieren, welche ""Erziehung"" die verantwortlichen Jugendlichen bisher genossen haben - das geistige Prekariat wird dramatisch größer in diesem Land! Wie stellen sich die Politiker dieses Landes eigentlich die Zukunft dieses Landes vor, wenn die Anzahl der Nerds und deren Produkte ihrer Erziehung hierzulande galoppierend zunimmt? Sozialverhalten? Rücksichtnahme? Pflichtgefühl? Pahhhh ....",0.0,4,8,1
"Die Frage sei erlaubt  warum Merkel jetzt, zum Ende ihrer Dienstjahre,  so vehement für diese Dinge eintritt. War das vorher nicht so wichtig,  gefährdete die Mehrheit, oder will sie jetzt doch noch den Friedensnobelpreis, oder Klimaschutz Auszeichnung.",0.0,4,8,1
„AKK ist der E-Scooter unter den Verteidigungsministern“  Hört sich nach einer Bruchlandung an. Noch jüngst verunglügte eine Youtuberin mit einem E-Scooter tödlich. ,1.0,4,8,1
"Da kann er sich HerrTönnies entschuldigen oder nicht , so sind eben seine Gedanken ! Es gibt eine Spruch "" Eine abgeschossene Kugel und ein gesprochenes Wort lässt sich nicht zurücknehmen "" !",0.0,4,8,1
"## labbi ## schon mal was von privat-gelaende gehört ?  oder von hausrecht? nein?  na ja , bei den kommunisten  gehört ja alles dem volk.! hier noch , wohl gesagt , noch , nicht.  kann aber bei der politischen situation so kommen. ( r-r g ) ",0.0,4,8,1
"Hedy14 .... antifaschistischen Schutzwall Dann gehen Sie doch nach Mexiko, da bekommen Sie balsd einen und dürfen den auch selbst bezahlen. ",0.0,4,8,1
"ist man wenn man die israelische Politik kritisiert schon Antisemit? genau diese Vermengung schafft doch antisemitismus...    werden Juden Ziel aus eigentlich antiisraelischen Motiven schreien sie, wir sind Juden keine Israelis ... wird der Staat Israel kritisiert schreien Juden Antisemit ... ",1.0,4,8,1
Was soll man dazu noch sagen?,0.0,4,8,1
"kontert Angriff von Alice Weidel lässig ????  Diese bisherige Kontern von Frau Merkel oder besser  wir schafen das..... hat die Steuerzahler und Bürger Milliarden gekostet, eigne sind umgebracht und vergewaltigt worden.   Das ist leider keien Ironie sondern gelebete und erfahren Realität der Bürger in D ",1.0,4,8,1
"Es gibt viel zuwenig Lehrer. Der Beruf ist nicht attraktiv. Die Bezahlung ist nicht ordentlich. Dafür ist kein Geld da. Ach so, klaro - aber für die Bankenrettung, den Atomausgleich und die Automafia ist immer Geld da.  Ich sag ja immer wieder: Augen auf beim Stimmen-Verkauf !",0.0,4,8,1
"Habe den Artikel zu Beginn für eine Satire gehalten. Dass die Grünen (hier: Giegold) sich inzwischen auf die Bibel und das Alte Testament berufen, wundert einen dann bei diesem Sektiererverein aber inzwischen schon nicht mehr. Allerdings sollte Giegold dann  auch die Aussage ""Auge um Auge, Zahn um Zahn"" kennen.  Also Hände weg von unserem Eigentum, sonst ......(siehe: Altes Testament).",1.0,4,8,1
"Ich warte mal auf die Riesenklimademo am Karfreitag! Da liegen die meisten wohl in den Betten, lungern zu Hause am PC/Tablet/Smartfon rum oder sind mit den Eltern in den Klimaschädlichen Urlaub geflogen!",1.0,4,8,1
"Hätte er auch Ende letzter Saison sagen sollen. Wir stehen da oben, weil wir Anfang der Saison gehörig viel Glück hatten. Ich bin mal gespannt, ob er diesen Spruch noch am Ende der Spielzeit drauf hat. Ich wette nicht.",0.0,4,8,1
"georg trieb es ...volksdeutsche dorfgemeinschaft....man merkt ihre sed konforme ideologische schulung...im übrigen hat ein gericht dem herren-der im öffentlichen dienst war-verfassungstreue bescheinigt.oder zweifeln sie am urteil?ich zweifel sehr wohl an ihrer verfassungstreue..und auch an ihrem geist...äch,lassen wir das.",1.0,4,8,1
"scood.me macht im Wesentlichen nichts anderes als die Etablierten. Mich überzeugt das nicht, denn 100 Scooter mehr verstopfen auch 100 mal mehr die Plätze. Lime, Voi und Co reichen hier.",0.0,4,8,1
"Ein Einwanderungsgesetz nach kanadischem Vorbild brauchen wir. Das haben die Regierungen unter Merkel in den letzten 13 Jahren nicht zustande gebracht - wie so vieles. Stattdessen will Sie den Migrationspakt mit er UNO unterzeichnen, damit moeglichst viele Nichtfachkraefte ins Land kommen koennen mit der Folge, dass hier der IQ unter 90 sinkt. Der Art. 16 Abs. 1 GG wurde ohnehin schon ausserkraft gesetzt.",1.0,4,8,1
"Werter Monsieur Robespierre! Sie haben vielleicht Recht mit Ihrem Urteil.Sie tragen einen großen Namen. Robespierre wurde bekanntlich für sein mutiges Wirken hingerichtet. Ich hoffe, Sie bewegen sich nicht zu sehr auf seinen Spuren. Immerhin sind Sie nicht so leichtsinnig, Ihren wirklichen Namen zu sagen. Irgendwie löst sich dadurch meine kleine Verärgerung schnell auf. Sind Sie Comedian? Dann allerdings:""Chapeau""!",0.0,4,8,1
"Wie immer, wenn es zu Übergriffen kommt. Lediglich ein Spieler der Recklinghauser Truppe hat einen deutschen Namen. ",1.0,4,8,1
"RP-Zitat: ""Düsseldorf freut sich auf den autofreien Sonntag""  Darf man mal einfach nachfragen, wer denn dieses ""Düsseldorf"" ist? Wurden denn alle Bürger gefragt? Oder nur die Rheinbahn, oder der ADFC?   Heißt denn ""autofrei"" keine Polizei-, Feuerwehr- oder Rettungs-Fahrzeuge?  Die beiden letztgenannten fahren doch mit diesem schlimmen, bösen DIESEL! ",0.0,4,8,1
Es sind oft keine geplanten Rennen! Da steht man mit einem relativ schnellem Wagen an einer Ampel dahinter oder daneben steht ebenfalls ein schnelles Fahrzeug kaum ist die Ampel auf grün schon fängt dieser Typ an zu drängeln und versucht möglichst schnell zu überholen dies ist mir schon oft passiert und ich nehme die Luft raus indem ich ihm den gefallen tue und ihn überholen lassen und denke mir meinen Teil,0.0,4,8,1
"Jeder kehre doch erst einmal den Dreck vor seiner eigenen Tür, bevor er mit dem großen, dicken Finger auf seine Nachbarn zeigt um damit seinen Dreck zu egalisieren. Doch bevor hier bei diesen Rockträgern endlich mal ""Ruhe im Stall"" herrscht, wird wohl das Wasser im Rhein rückwärts laufen.   ",1.0,4,8,1
"Frau ""Kapitänin"" Rackete gehört auf keinen Fall ins Gefängnis, sondern in die Psychiatrie. Strafrechtlich scheint sie nicht verantwortlich zu sein, weil kein vernünftiger Mensch so argumentieren würde. Sie lebt in einer Scheinwelt, die mit der realen Welt nichts zu tun hat. Diese Diagnose gilt auch für ihre Unterstützer in der Politik, in den Kirchen und in den Medien. Sie führen unser Land in ihrem Weltrettungswahn ins Verderben und reißen auf Dauer alle mit in den Abgrund.",1.0,4,8,1
"Achso... das bezog sich im übrigen auf den kurz Text:   ""In Dinslaken im Kreis Wesel ist der bundesweit stärkste Blitz des Sommers gemessen worden. Am 29. August wurde eine Entladung von mehr als 348.000 Ampere registriert – 20 Mal mehr als in einer Steckdose verfügbar ist. """,1.0,4,8,1
"wie man die wärmenden sonnenstrahlen vom - "" cafe "" steinbrink - versinkend hinter dem wasserlosen brunnen so pseudoromantisch beschreiben und verbringen kann passt zum realitätsfernen berichterstatten in bezug auf remscheid . jede ruhig gelegene wiesenbank auf anhöhen rings um remscheid  mit freiblick richtung westen ist dagegen ein jahresurlaub ... ",0.0,4,8,1
"Von Borussia zu lernen bedeutet, immer dann wenn es um etwas geht zu versagen. Das möchten die sehr ehrgeizigen Chinesen sicher nicht. Selbstgefälligkeit, Überheblichkeit und kollektives Versagen in entscheidenden Momenten, das steht auf keinem Lehrplan, auch wenn unser Starreporter uns dies glauben machen möchte. ",1.0,4,8,1
"klar dass man jetzt hier eine Dönerbude als Beispiel ablichten muß, die mit großer Hitze nichts zu tun haben. Schlimmer sind die Männer vom Bau (Hoch- oder Strassenbau) betroffen. Aber wenn man keine Ahnung davon hat, sollte man es besser lassen.",1.0,4,8,1
"Wer die Partei ""Der dritte Weg"" oder die Vereinigung ""Die deutschen Konservativen"" hier in diesem Forum verharmlost oder gar verteidigt, ist entweder politisch völlig ungebildet oder einfach nur ein Nazi. Und in beiden Fällen wäre es gut, einfach mal den Mund zu halten.",1.0,4,8,1
"Das sollte den Geldwesten zu Denken geben, wenn sie Beifall von Faschisten bekommen - die Großeltern er heutigen Demonstranten haben noch gegen dieselben Art Leute gekämpft.  P.S.: Sowas geht natürlich gar nicht, daß ist schon ungehörig zwischen konkurrierenden Staaten außerhalb allen Situationen außen einem kalten Krieg, geschweige denn zwischen Partnern - aber das zeigt auch mal wieder wessen Geistes Kinde die Italienishcen Regierungsparteien sind.   ",0.0,4,8,1
"„Ich finde das richtig super, das hier so viele mitmachen“,  Stimmt, die Autofaher gezwungenermaßen ja auch ...Fanden die bestimmt nicht lustig. Ich sage danke für über 2 std im Auto um vom Mörsenbroicher Ei zur Fleher Brücke zu kommen ...",0.0,4,8,1
Pussyterror lässt grüssen.,1.0,4,8,1
Ich denke Klimakatastrophe tritt es wohl eher.,0.0,4,8,1
"Wofür und mit welchem Recht soll ein Politiker,der Steuern hinterzieht auch noch einen Orden bekommen? Was ist das für eine verkommene Politik in Deutschland,einfach widerlich dieser Kerl!!!",1.0,4,8,1
Ich fordere in so manchem Fall auch Aufklärung. Meistens werden die Verfahren aber eingestellt oder es wird mit Wattebäuschchen geworfen und es geht danach unverändert weiter.,0.0,4,8,1
"Eine Abstimmung in den Nettozahlerländern, wer von den Nettoempfängerländern in der EU bleiben soll. DAS wäre sehr demokratisch und ungeheuer interessant. Aber das will keiner jener, die immer von mehr Demokratie in der EU reden. ",0.0,4,8,1
Statt-Strand !!! alles gesagt :o),0.0,4,8,1
"► Es ist wichtig, dass die Behörden wissen, welche gefährlichen Tiere in ihrem Verantwortungsbereich leben.  Jo, denn Wissen ist Macht - aber dann machen die Behörden eh nichts mit ihrem Wissen. Denn sie wissen nicht , was sie tun sollen. Ich auch nicht !",0.0,4,8,1
Super!  Freier Blick vom Theater auf die Lohstraße.,0.0,4,8,1
"Jedenfalls versteht auch dieser „Heilige Vater“ viel von Missbrauchsvertuschung: www.reimbibel.de/Missbrauch.htm .  Und wie er immer wieder den Entrüsteten spielt, ist schon teuflisch gut.",1.0,4,8,1
"Ein Jahr sahs ... !  Gut 15 Monate nach seiner Entlassung .....! Beides ist ja wohl zu bewiesen und zu dokumentieren, allerdings, was denn kommt, wirft fragen auf. Warum erst jetzt? 15 (!!!) Monate danach !!! Herr Yücel, sorry, ich habe da an ihrer Angabe so meine Zweifel. Meiner Meinung nach kann da was nicht stimmen. Oder sahs der Schock über ""gelebte Demokratie in der Türkei"" so tief?  ",0.0,4,8,1
"Der Horsti konnte doch mit der Dame (Merkel) nicht. Oder habe ich da etwas missverstanden? Er wird sein chamäleonhaftes Verhalten wohl nicht mehr ändern. Die Absicht klug zu scheinen, verhindert oft, es zu werden. Das gilt explizit für ihn. Have a nice weekend!",0.0,4,8,1
"Ja, klar Franz Jaffa. Gerade die Anschläge auf jüdische Mitburger in ganz Westeuropa durch arabische Mitbürger zeugen ganz besonders von einer geradezu diffizilen Denkweise und betonen ausdrücklich die Schuld des Staates Israel und haben nichts mit antijüdischen Ressentiments zu tun.   ",1.0,4,8,1
